safra,estagio,familia,atributo,n_parcelas,n_calculados,pct
2023_2024,R5,GLCM global,glcm_homogeneity,24,24,100
2023_2024,R5,GLCM janela w3,glcmw3_asm,24,24,100
2023_2024,R5,GLCM janela w3,glcmw3_contrast,24,24,100
2023_2024,R5,GLCM janela w3,glcmw3_entropy,24,24,100
2023_2024,R5,GLCM janela w3,glcmw3_correlation,24,24,100
2023_2024,R5,GLCM janela w3,glcmw3_homogeneity,24,24,100
2023_2024,R5,GLCM janela w5,glcmw5_asm,24,24,100
2023_2024,R5,GLCM janela w5,glcmw5_contrast,24,24,100
2023_2024,R5,GLCM janela w5,glcmw5_entropy,24,24,100
2023_2024,R5,GLCM janela w5,glcmw5_correlation,24,24,100
2023_2024,R5,GLCM janela w5,glcmw5_homogeneity,24,24,100
2023_2024,R5,GLCM janela w7,glcmw7_asm,24,24,100
2023_2024,R5,GLCM janela w7,glcmw7_contrast,24,24,100
2023_2024,R5,GLCM janela w7,glcmw7_entropy,24,24,100
2023_2024,R5,GLCM janela w7,glcmw7_correlation,24,24,100
2023_2024,R5,GLCM janela w7,glcmw7_homogeneity,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_asm,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_contrast,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_correlation,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_variance,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_idm,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_sum_average,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_sum_variance,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_sum_entropy,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_entropy,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_diff_entropy,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_imc1,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_imc2,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_mcc,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_dissimilarity,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_inertia,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_cluster_shade,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_cluster_prominence,24,24,100
2023_2024,R5,GLCM RGB global,rgb_glcm_homogeneity,24,24,100
2023_2024,R5,GLCM RGB janela w3,rgb_glcmw3_asm,24,24,100
2023_2024,R5,GLCM RGB janela w3,rgb_glcmw3_contrast,24,24,100
2023_2024,R5,GLCM RGB janela w3,rgb_glcmw3_entropy,24,24,100
2023_2024,R5,GLCM RGB janela w3,rgb_glcmw3_correlation,24,24,100
2023_2024,R5,GLCM RGB janela w3,rgb_glcmw3_homogeneity,24,24,100
2023_2024,R5,GLCM RGB janela w5,rgb_glcmw5_asm,24,24,100
2023_2024,R5,GLCM RGB janela w5,rgb_glcmw5_contrast,24,24,100
2023_2024,R5,GLCM RGB janela w5,rgb_glcmw5_entropy,24,24,100
2023_2024,R5,GLCM RGB janela w5,rgb_glcmw5_correlation,24,24,100
2023_2024,R5,GLCM RGB janela w5,rgb_glcmw5_homogeneity,24,24,100
2023_2024,R5,GLCM RGB janela w7,rgb_glcmw7_asm,24,24,100
2023_2024,R5,GLCM RGB janela w7,rgb_glcmw7_contrast,24,24,100
2023_2024,R5,GLCM RGB janela w7,rgb_glcmw7_entropy,24,24,100
2023_2024,R5,GLCM RGB janela w7,rgb_glcmw7_correlation,24,24,100
2023_2024,R5,GLCM RGB janela w7,rgb_glcmw7_homogeneity,24,24,100
