safra,estagio,parcela,dose,bloco,atributo,valor
2022_2023,V8,d400_b2,400,2,glcmw3_asm,0.447643
2022_2023,V8,d400_b2,400,2,glcmw3_contrast,0.525112
2022_2023,V8,d400_b2,400,2,glcmw3_entropy,1.07558
2022_2023,V8,d400_b2,400,2,glcmw3_correlation,0.461216
2022_2023,V8,d400_b2,400,2,glcmw3_homogeneity,0.804747
2022_2023,V8,d400_b2,400,2,glcmw5_asm,0.333833
2022_2023,V8,d400_b2,400,2,glcmw5_contrast,0.525658
2022_2023,V8,d400_b2,400,2,glcmw5_entropy,1.54482
2022_2023,V8,d400_b2,400,2,glcmw5_correlation,0.632719
2022_2023,V8,d400_b2,400,2,glcmw5_homogeneity,0.804613
2022_2023,V8,d400_b2,400,2,glcmw7_asm,0.278877
2022_2023,V8,d400_b2,400,2,glcmw7_contrast,0.525822
2022_2023,V8,d400_b2,400,2,glcmw7_entropy,1.83047
2022_2023,V8,d400_b2,400,2,glcmw7_correlation,0.719354
2022_2023,V8,d400_b2,400,2,glcmw7_homogeneity,0.804533
2022_2023,V8,d400_b2,400,2,rgb_glcm_asm,
2022_2023,V8,d400_b2,400,2,rgb_glcm_contrast,
2022_2023,V8,d400_b2,400,2,rgb_glcm_correlation,
2022_2023,V8,d400_b2,400,2,rgb_glcm_variance,
2022_2023,V8,d400_b2,400,2,rgb_glcm_idm,
2022_2023,V8,d400_b2,400,2,rgb_glcm_sum_average,
2022_2023,V8,d400_b2,400,2,rgb_glcm_sum_variance,
2022_2023,V8,d400_b2,400,2,rgb_glcm_sum_entropy,
2022_2023,V8,d400_b2,400,2,rgb_glcm_entropy,
2022_2023,V8,d400_b2,400,2,rgb_glcm_diff_entropy,
2022_2023,V8,d400_b2,400,2,rgb_glcm_imc1,
2022_2023,V8,d400_b2,400,2,rgb_glcm_imc2,
2022_2023,V8,d400_b2,400,2,rgb_glcm_mcc,
2022_2023,V8,d400_b2,400,2,rgb_glcm_dissimilarity,
2022_2023,V8,d400_b2,400,2,rgb_glcm_inertia,
2022_2023,V8,d400_b2,400,2,rgb_glcm_cluster_shade,
2022_2023,V8,d400_b2,400,2,rgb_glcm_cluster_prominence,
2022_2023,V8,d400_b2,400,2,rgb_glcm_homogeneity,
2022_2023,V8,d400_b2,400,2,rgb_glcmw3_asm,
2022_2023,V8,d400_b2,400,2,rgb_glcmw3_contrast,
2022_2023,V8,d400_b2,400,2,rgb_glcmw3_entropy,
2022_2023,V8,d400_b2,400,2,rgb_glcmw3_correlation,
2022_2023,V8,d400_b2,400,2,rgb_glcmw3_homogeneity,
2022_2023,V8,d400_b2,400,2,rgb_glcmw5_asm,
2022_2023,V8,d400_b2,400,2,rgb_glcmw5_contrast,
2022_2023,V8,d400_b2,400,2,rgb_glcmw5_entropy,
2022_2023,V8,d400_b2,400,2,rgb_glcmw5_correlation,
2022_2023,V8,d400_b2,400,2,rgb_glcmw5_homogeneity,
2022_2023,V8,d400_b2,400,2,rgb_glcmw7_asm,
2022_2023,V8,d400_b2,400,2,rgb_glcmw7_contrast,
2022_2023,V8,d400_b2,400,2,rgb_glcmw7_entropy,
2022_2023,V8,d400_b2,400,2,rgb_glcmw7_correlation,
2022_2023,V8,d400_b2,400,2,rgb_glcmw7_homogeneity,
2023_2024,V8,124,400,3,NDVI,0.728068
2023_2024,V8,124,400,3,GNDVI,0.257913
2023_2024,V8,124,400,3,NDRE,0.249117
2023_2024,V8,124,400,3,CIrededge,0.686333
2023_2024,V8,124,400,3,SAVI,0.646027
2023_2024,V8,124,400,3,EVI,-10.0147
2023_2024,V8,124,400,3,VARI,0.936122
2023_2024,V8,124,400,3,TGI,0.254252
2023_2024,V8,124,400,3,spec_mean,0.336639
2023_2024,V8,124,400,3,spec_std,0.251891
2023_2024,V8,124,400,3,spec_p10,0.0630408
2023_2024,V8,124,400,3,spec_p50,0.282628
2023_2024,V8,124,400,3,spec_p90,0.742947
2023_2024,V8,124,400,3,glcm_asm,0.0268499
2023_2024,V8,124,400,3,glcm_contrast,1.68209
2023_2024,V8,124,400,3,glcm_correlation,0.964068
2023_2024,V8,124,400,3,glcm_variance,23.4064
2023_2024,V8,124,400,3,glcm_idm,0.654619
2023_2024,V8,124,400,3,glcm_sum_average,15.1191
2023_2024,V8,124,400,3,glcm_sum_variance,231.4
2023_2024,V8,124,400,3,glcm_sum_entropy,3.30997
2023_2024,V8,124,400,3,glcm_entropy,4.10932
2023_2024,V8,124,400,3,glcm_diff_entropy,1.23153
2023_2024,V8,124,400,3,glcm_imc1,-0.460928
2023_2024,V8,124,400,3,glcm_imc2,0.956389
2023_2024,V8,124,400,3,glcm_mcc,0.965561
2023_2024,V8,124,400,3,glcm_dissimilarity,0.850048
2023_2024,V8,124,400,3,glcm_inertia,1.68209
2023_2024,V8,124,400,3,glcm_cluster_shade,-243.625
2023_2024,V8,124,400,3,glcm_cluster_prominence,13672
2023_2024,V8,124,400,3,glcm_homogeneity,0.682286
2023_2024,V8,124,400,3,glcmw3_asm,0.473279
2023_2024,V8,124,400,3,glcmw3_contrast,0.46657
2023_2024,V8,124,400,3,glcmw3_entropy,1.01124
2023_2024,V8,124,400,3,glcmw3_correlation,0.480041
2023_2024,V8,124,400,3,glcmw3_homogeneity,0.8167
2023_2024,V8,124,400,3,glcmw5_asm,0.355755
2023_2024,V8,124,400,3,glcmw5_contrast,0.466629
2023_2024,V8,124,400,3,glcmw5_entropy,1.4619
2023_2024,V8,124,400,3,glcmw5_correlation,0.666292
2023_2024,V8,124,400,3,glcmw5_homogeneity,0.816672
2023_2024,V8,124,400,3,glcmw7_asm,0.296106
2023_2024,V8,124,400,3,glcmw7_contrast,0.466724
2023_2024,V8,124,400,3,glcmw7_entropy,1.74492
2023_2024,V8,124,400,3,glcmw7_correlation,0.753126
2023_2024,V8,124,400,3,glcmw7_homogeneity,0.816615
2023_2024,V8,124,400,3,rgb_glcm_asm,0.0184649
2023_2024,V8,124,400,3,rgb_glcm_contrast,2.49212
2023_2024,V8,124,400,3,rgb_glcm_correlation,0.91621
2023_2024,V8,124,400,3,rgb_glcm_variance,14.8712
2023_2024,V8,124,400,3,rgb_glcm_idm,0.573616
2023_2024,V8,124,400,3,rgb_glcm_sum_average,11.5028
2023_2024,V8,124,400,3,rgb_glcm_sum_variance,124.212
2023_2024,V8,124,400,3,rgb_glcm_sum_entropy,3.30405
2023_2024,V8,124,400,3,rgb_glcm_entropy,4.3858
2023_2024,V8,124,400,3,rgb_glcm_diff_entropy,1.38485
2023_2024,V8,124,400,3,rgb_glcm_imc1,-0.348132
2023_2024,V8,124,400,3,rgb_glcm_imc2,0.917903
2023_2024,V8,124,400,3,rgb_glcm_mcc,0.919948
2023_2024,V8,124,400,3,rgb_glcm_dissimilarity,1.10457
2023_2024,V8,124,400,3,rgb_glcm_inertia,2.49212
2023_2024,V8,124,400,3,rgb_glcm_cluster_shade,136.235
2023_2024,V8,124,400,3,rgb_glcm_cluster_prominence,7640.64
2023_2024,V8,124,400,3,rgb_glcm_homogeneity,0.612423
2023_2024,V8,124,400,3,rgb_glcmw3_asm,0.36496
2023_2024,V8,124,400,3,rgb_glcmw3_contrast,0.659128
2023_2024,V8,124,400,3,rgb_glcmw3_entropy,1.26168
2023_2024,V8,124,400,3,rgb_glcmw3_correlation,0.504622
2023_2024,V8,124,400,3,rgb_glcmw3_homogeneity,0.767039
2023_2024,V8,124,400,3,rgb_glcmw5_asm,0.246573
2023_2024,V8,124,400,3,rgb_glcmw5_contrast,0.658593
2023_2024,V8,124,400,3,rgb_glcmw5_entropy,1.79507
2023_2024,V8,124,400,3,rgb_glcmw5_correlation,0.672978
2023_2024,V8,124,400,3,rgb_glcmw5_homogeneity,0.767152
2023_2024,V8,124,400,3,rgb_glcmw7_asm,0.192851
2023_2024,V8,124,400,3,rgb_glcmw7_contrast,0.658517
2023_2024,V8,124,400,3,rgb_glcmw7_entropy,2.10458
2023_2024,V8,124,400,3,rgb_glcmw7_correlation,0.750412
2023_2024,V8,124,400,3,rgb_glcmw7_homogeneity,0.767186
2022_2023,V8,d400_b3,400,3,NDVI,0.698126
2022_2023,V8,d400_b3,400,3,GNDVI,-0.106003
2022_2023,V8,d400_b3,400,3,NDRE,0.251426
2022_2023,V8,d400_b3,400,3,CIrededge,0.707691
2022_2023,V8,d400_b3,400,3,SAVI,0.48732
2022_2023,V8,d400_b3,400,3,EVI,-0.912415
2022_2023,V8,d400_b3,400,3,VARI,1.91638
2022_2023,V8,d400_b3,400,3,TGI,0.279851
2022_2023,V8,d400_b3,400,3,spec_mean,0.306098
2022_2023,V8,d400_b3,400,3,spec_std,0.2318
2022_2023,V8,d400_b3,400,3,spec_p10,0.0457905
2022_2023,V8,d400_b3,400,3,spec_p50,0.248281
2022_2023,V8,d400_b3,400,3,spec_p90,0.656087
2022_2023,V8,d400_b3,400,3,glcm_asm,0.0253031
2022_2023,V8,d400_b3,400,3,glcm_contrast,1.82708
2022_2023,V8,d400_b3,400,3,glcm_correlation,0.945263
2022_2023,V8,d400_b3,400,3,glcm_variance,16.6878
2022_2023,V8,d400_b3,400,3,glcm_idm,0.645848
2022_2023,V8,d400_b3,400,3,glcm_sum_average,10.9807
2022_2023,V8,d400_b3,400,3,glcm_sum_variance,124.045
2022_2023,V8,d400_b3,400,3,glcm_sum_entropy,3.29995
2022_2023,V8,d400_b3,400,3,glcm_entropy,4.18436
2022_2023,V8,d400_b3,400,3,glcm_diff_entropy,1.2556
2022_2023,V8,d400_b3,400,3,glcm_imc1,-0.427162
2022_2023,V8,d400_b3,400,3,glcm_imc2,0.947071
2022_2023,V8,d400_b3,400,3,glcm_mcc,0.951407
2022_2023,V8,d400_b3,400,3,glcm_dissimilarity,0.882247
2022_2023,V8,d400_b3,400,3,glcm_inertia,1.82708
2022_2023,V8,d400_b3,400,3,glcm_cluster_shade,233.258
2022_2023,V8,d400_b3,400,3,glcm_cluster_prominence,9344.85
2022_2023,V8,d400_b3,400,3,glcm_homogeneity,0.673571
2022_2023,V8,d400_b3,400,3,glcmw3_asm,0.450857
2022_2023,V8,d400_b3,400,3,glcmw3_contrast,0.507999
2022_2023,V8,d400_b3,400,3,glcmw3_entropy,1.06326
2022_2023,V8,d400_b3,400,3,glcmw3_correlation,0.448665
2022_2023,V8,d400_b3,400,3,glcmw3_homogeneity,0.809293
2022_2023,V8,d400_b3,400,3,glcmw5_asm,0.335518
2022_2023,V8,d400_b3,400,3,glcmw5_contrast,0.50843
2022_2023,V8,d400_b3,400,3,glcmw5_entropy,1.52548
2022_2023,V8,d400_b3,400,3,glcmw5_correlation,0.624855
2022_2023,V8,d400_b3,400,3,glcmw5_homogeneity,0.809205
2022_2023,V8,d400_b3,400,3,glcmw7_asm,0.280069
2022_2023,V8,d400_b3,400,3,glcmw7_contrast,0.508872
2022_2023,V8,d400_b3,400,3,glcmw7_entropy,1.80413
2022_2023,V8,d400_b3,400,3,glcmw7_correlation,0.711557
2022_2023,V8,d400_b3,400,3,glcmw7_homogeneity,0.809055
2022_2023,V8,d400_b3,400,3,rgb_glcm_asm,
2022_2023,V8,d400_b3,400,3,rgb_glcm_contrast,
2022_2023,V8,d400_b3,400,3,rgb_glcm_correlation,
2022_2023,V8,d400_b3,400,3,rgb_glcm_variance,
2022_2023,V8,d400_b3,400,3,rgb_glcm_idm,
2022_2023,V8,d400_b3,400,3,rgb_glcm_sum_average,
2022_2023,V8,d400_b3,400,3,rgb_glcm_sum_variance,
2022_2023,V8,d400_b3,400,3,rgb_glcm_sum_entropy,
2022_2023,V8,d400_b3,400,3,rgb_glcm_entropy,
2022_2023,V8,d400_b3,400,3,rgb_glcm_diff_entropy,
2022_2023,V8,d400_b3,400,3,rgb_glcm_imc1,
2022_2023,V8,d400_b3,400,3,rgb_glcm_imc2,
2022_2023,V8,d400_b3,400,3,rgb_glcm_mcc,
2022_2023,V8,d400_b3,400,3,rgb_glcm_dissimilarity,
2022_2023,V8,d400_b3,400,3,rgb_glcm_inertia,
2022_2023,V8,d400_b3,400,3,rgb_glcm_cluster_shade,
2022_2023,V8,d400_b3,400,3,rgb_glcm_cluster_prominence,
2022_2023,V8,d400_b3,400,3,rgb_glcm_homogeneity,
2022_2023,V8,d400_b3,400,3,rgb_glcmw3_asm,
2022_2023,V8,d400_b3,400,3,rgb_glcmw3_contrast,
2022_2023,V8,d400_b3,400,3,rgb_glcmw3_entropy,
2022_2023,V8,d400_b3,400,3,rgb_glcmw3_correlation,
2022_2023,V8,d400_b3,400,3,rgb_glcmw3_homogeneity,
2022_2023,V8,d400_b3,400,3,rgb_glcmw5_asm,
2022_2023,V8,d400_b3,400,3,rgb_glcmw5_contrast,
2022_2023,V8,d400_b3,400,3,rgb_glcmw5_entropy,
2022_2023,V8,d400_b3,400,3,rgb_glcmw5_correlation,
2022_2023,V8,d400_b3,400,3,rgb_glcmw5_homogeneity,
2022_2023,V8,d400_b3,400,3,rgb_glcmw7_asm,
2022_2023,V8,d400_b3,400,3,rgb_glcmw7_contrast,
2022_2023,V8,d400_b3,400,3,rgb_glcmw7_entropy,
2022_2023,V8,d400_b3,400,3,rgb_glcmw7_correlation,
2022_2023,V8,d400_b3,400,3,rgb_glcmw7_homogeneity,
2023_2024,V8,128,400,4,NDVI,0.734894
2023_2024,V8,128,400,4,GNDVI,0.277318
2023_2024,V8,128,400,4,NDRE,0.255815
2023_2024,V8,128,400,4,CIrededge,0.710885
2023_2024,V8,128,400,4,SAVI,0.645654
2023_2024,V8,128,400,4,EVI,0.376278
2023_2024,V8,128,400,4,VARI,0.951929
2023_2024,V8,128,400,4,TGI,0.231301
2023_2024,V8,128,400,4,spec_mean,0.324226
2023_2024,V8,128,400,4,spec_std,0.244481
2023_2024,V8,128,400,4,spec_p10,0.0636732
2023_2024,V8,128,400,4,spec_p50,0.268264
2023_2024,V8,128,400,4,spec_p90,0.714431
2023_2024,V8,128,400,4,glcm_asm,0.0246241
2023_2024,V8,128,400,4,glcm_contrast,1.68286
2023_2024,V8,128,400,4,glcm_correlation,0.962439
2023_2024,V8,128,400,4,glcm_variance,22.4018
2023_2024,V8,128,400,4,glcm_idm,0.651522
2023_2024,V8,128,400,4,glcm_sum_average,14.9935
2023_2024,V8,128,400,4,glcm_sum_variance,223.83
2023_2024,V8,128,400,4,glcm_sum_entropy,3.33564
2023_2024,V8,128,400,4,glcm_entropy,4.14715
2023_2024,V8,128,400,4,glcm_diff_entropy,1.23209
2023_2024,V8,128,400,4,glcm_imc1,-0.458332
2023_2024,V8,128,400,4,glcm_imc2,0.95659
2023_2024,V8,128,400,4,glcm_mcc,0.963502
2023_2024,V8,128,400,4,glcm_dissimilarity,0.854585
2023_2024,V8,128,400,4,glcm_inertia,1.68286
2023_2024,V8,128,400,4,glcm_cluster_shade,-203.137
2023_2024,V8,128,400,4,glcm_cluster_prominence,12707.8
2023_2024,V8,128,400,4,glcm_homogeneity,0.67915
2023_2024,V8,128,400,4,glcmw3_asm,0.465222
2023_2024,V8,128,400,4,glcmw3_contrast,0.468419
2023_2024,V8,128,400,4,glcmw3_entropy,1.02406
2023_2024,V8,128,400,4,glcmw3_correlation,0.484634
2023_2024,V8,128,400,4,glcmw3_homogeneity,0.815104
2023_2024,V8,128,400,4,glcmw5_asm,0.343315
2023_2024,V8,128,400,4,glcmw5_contrast,0.468601
2023_2024,V8,128,400,4,glcmw5_entropy,1.4837
2023_2024,V8,128,400,4,glcmw5_correlation,0.678356
2023_2024,V8,128,400,4,glcmw5_homogeneity,0.815063
2023_2024,V8,128,400,4,glcmw7_asm,0.280716
2023_2024,V8,128,400,4,glcmw7_contrast,0.468829
2023_2024,V8,128,400,4,glcmw7_entropy,1.77391
2023_2024,V8,128,400,4,glcmw7_correlation,0.77146
2023_2024,V8,128,400,4,glcmw7_homogeneity,0.814981
2023_2024,V8,128,400,4,rgb_glcm_asm,0.0183592
2023_2024,V8,128,400,4,rgb_glcm_contrast,2.53735
2023_2024,V8,128,400,4,rgb_glcm_correlation,0.914667
2023_2024,V8,128,400,4,rgb_glcm_variance,14.8674
2023_2024,V8,128,400,4,rgb_glcm_idm,0.574816
2023_2024,V8,128,400,4,rgb_glcm_sum_average,11.2136
2023_2024,V8,128,400,4,rgb_glcm_sum_variance,119.51
2023_2024,V8,128,400,4,rgb_glcm_sum_entropy,3.30301
2023_2024,V8,128,400,4,rgb_glcm_entropy,4.38629
2023_2024,V8,128,400,4,rgb_glcm_diff_entropy,1.39024
2023_2024,V8,128,400,4,rgb_glcm_imc1,-0.345755
2023_2024,V8,128,400,4,rgb_glcm_imc2,0.916601
2023_2024,V8,128,400,4,rgb_glcm_mcc,0.917589
2023_2024,V8,128,400,4,rgb_glcm_dissimilarity,1.10709
2023_2024,V8,128,400,4,rgb_glcm_inertia,2.53735
2023_2024,V8,128,400,4,rgb_glcm_cluster_shade,171.497
2023_2024,V8,128,400,4,rgb_glcm_cluster_prominence,7759.87
2023_2024,V8,128,400,4,rgb_glcm_homogeneity,0.613473
2023_2024,V8,128,400,4,rgb_glcmw3_asm,0.364734
2023_2024,V8,128,400,4,rgb_glcmw3_contrast,0.670453
2023_2024,V8,128,400,4,rgb_glcmw3_entropy,1.26086
2023_2024,V8,128,400,4,rgb_glcmw3_correlation,0.507864
2023_2024,V8,128,400,4,rgb_glcmw3_homogeneity,0.767335
2023_2024,V8,128,400,4,rgb_glcmw5_asm,0.245499
2023_2024,V8,128,400,4,rgb_glcmw5_contrast,0.670368
2023_2024,V8,128,400,4,rgb_glcmw5_entropy,1.79644
2023_2024,V8,128,400,4,rgb_glcmw5_correlation,0.675755
2023_2024,V8,128,400,4,rgb_glcmw5_homogeneity,0.76735
2023_2024,V8,128,400,4,rgb_glcmw7_asm,0.191788
2023_2024,V8,128,400,4,rgb_glcmw7_contrast,0.670569
2023_2024,V8,128,400,4,rgb_glcmw7_entropy,2.10749
2023_2024,V8,128,400,4,rgb_glcmw7_correlation,0.752527
2023_2024,V8,128,400,4,rgb_glcmw7_homogeneity,0.767302
2022_2023,V8,d400_b4,400,4,NDVI,0.707437
2022_2023,V8,d400_b4,400,4,GNDVI,-0.103184
2022_2023,V8,d400_b4,400,4,NDRE,0.257261
2022_2023,V8,d400_b4,400,4,CIrededge,0.727649
2022_2023,V8,d400_b4,400,4,SAVI,0.505229
2022_2023,V8,d400_b4,400,4,EVI,-0.142965
2022_2023,V8,d400_b4,400,4,VARI,1.89728
2022_2023,V8,d400_b4,400,4,TGI,0.294544
2022_2023,V8,d400_b4,400,4,spec_mean,0.317969
2022_2023,V8,d400_b4,400,4,spec_std,0.237829
2022_2023,V8,d400_b4,400,4,spec_p10,0.047061
2022_2023,V8,d400_b4,400,4,spec_p50,0.263883
2022_2023,V8,d400_b4,400,4,spec_p90,0.676341
2022_2023,V8,d400_b4,400,4,glcm_asm,0.023757
2022_2023,V8,d400_b4,400,4,glcm_contrast,1.94572
2022_2023,V8,d400_b4,400,4,glcm_correlation,0.943685
2022_2023,V8,d400_b4,400,4,glcm_variance,17.2711
2022_2023,V8,d400_b4,400,4,glcm_idm,0.62467
2022_2023,V8,d400_b4,400,4,glcm_sum_average,11.2993
2022_2023,V8,d400_b4,400,4,glcm_sum_variance,131.052
2022_2023,V8,d400_b4,400,4,glcm_sum_entropy,3.31524
2022_2023,V8,d400_b4,400,4,glcm_entropy,4.23822
2022_2023,V8,d400_b4,400,4,glcm_diff_entropy,1.28429
2022_2023,V8,d400_b4,400,4,glcm_imc1,-0.41443
2022_2023,V8,d400_b4,400,4,glcm_imc2,0.943799
2022_2023,V8,d400_b4,400,4,glcm_mcc,0.949767
2022_2023,V8,d400_b4,400,4,glcm_dissimilarity,0.937487
2022_2023,V8,d400_b4,400,4,glcm_inertia,1.94572
2022_2023,V8,d400_b4,400,4,glcm_cluster_shade,207.758
2022_2023,V8,d400_b4,400,4,glcm_cluster_prominence,9492.5
2022_2023,V8,d400_b4,400,4,glcm_homogeneity,0.654979
2022_2023,V8,d400_b4,400,4,glcmw3_asm,0.430757
2022_2023,V8,d400_b4,400,4,glcmw3_contrast,0.534668
2022_2023,V8,d400_b4,400,4,glcmw3_entropy,1.10728
2022_2023,V8,d400_b4,400,4,glcmw3_correlation,0.477546
2022_2023,V8,d400_b4,400,4,glcmw3_homogeneity,0.799001
2022_2023,V8,d400_b4,400,4,glcmw5_asm,0.314393
2022_2023,V8,d400_b4,400,4,glcmw5_contrast,0.53507
2022_2023,V8,d400_b4,400,4,glcmw5_entropy,1.58966
2022_2023,V8,d400_b4,400,4,glcmw5_correlation,0.651992
2022_2023,V8,d400_b4,400,4,glcmw5_homogeneity,0.798901
2022_2023,V8,d400_b4,400,4,glcmw7_asm,0.258652
2022_2023,V8,d400_b4,400,4,glcmw7_contrast,0.535388
2022_2023,V8,d400_b4,400,4,glcmw7_entropy,1.8833
2022_2023,V8,d400_b4,400,4,glcmw7_correlation,0.738095
2022_2023,V8,d400_b4,400,4,glcmw7_homogeneity,0.798762
2022_2023,V8,d400_b4,400,4,rgb_glcm_asm,
2022_2023,V8,d400_b4,400,4,rgb_glcm_contrast,
2022_2023,V8,d400_b4,400,4,rgb_glcm_correlation,
2022_2023,V8,d400_b4,400,4,rgb_glcm_variance,
2022_2023,V8,d400_b4,400,4,rgb_glcm_idm,
2022_2023,V8,d400_b4,400,4,rgb_glcm_sum_average,
2022_2023,V8,d400_b4,400,4,rgb_glcm_sum_variance,
2022_2023,V8,d400_b4,400,4,rgb_glcm_sum_entropy,
2022_2023,V8,d400_b4,400,4,rgb_glcm_entropy,
2022_2023,V8,d400_b4,400,4,rgb_glcm_diff_entropy,
2022_2023,V8,d400_b4,400,4,rgb_glcm_imc1,
2022_2023,V8,d400_b4,400,4,rgb_glcm_imc2,
2022_2023,V8,d400_b4,400,4,rgb_glcm_mcc,
2022_2023,V8,d400_b4,400,4,rgb_glcm_dissimilarity,
2022_2023,V8,d400_b4,400,4,rgb_glcm_inertia,
2022_2023,V8,d400_b4,400,4,rgb_glcm_cluster_shade,
2022_2023,V8,d400_b4,400,4,rgb_glcm_cluster_prominence,
2022_2023,V8,d400_b4,400,4,rgb_glcm_homogeneity,
2022_2023,V8,d400_b4,400,4,rgb_glcmw3_asm,
2022_2023,V8,d400_b4,400,4,rgb_glcmw3_contrast,
2022_2023,V8,d400_b4,400,4,rgb_glcmw3_entropy,
2022_2023,V8,d400_b4,400,4,rgb_glcmw3_correlation,
2022_2023,V8,d400_b4,400,4,rgb_glcmw3_homogeneity,
2022_2023,V8,d400_b4,400,4,rgb_glcmw5_asm,
2022_2023,V8,d400_b4,400,4,rgb_glcmw5_contrast,
2022_2023,V8,d400_b4,400,4,rgb_glcmw5_entropy,
2022_2023,V8,d400_b4,400,4,rgb_glcmw5_correlation,
2022_2023,V8,d400_b4,400,4,rgb_glcmw5_homogeneity,
2022_2023,V8,d400_b4,400,4,rgb_glcmw7_asm,
2022_2023,V8,d400_b4,400,4,rgb_glcmw7_contrast,
2022_2023,V8,d400_b4,400,4,rgb_glcmw7_entropy,
2022_2023,V8,d400_b4,400,4,rgb_glcmw7_correlation,
2022_2023,V8,d400_b4,400,4,rgb_glcmw7_homogeneity,
2022_2023,V11,d0_b1,0,1,NDVI,0.701576
2022_2023,V11,d0_b1,0,1,GNDVI,0.147515
2022_2023,V11,d0_b1,0,1,NDRE,0.218545
2022_2023,V11,d0_b1,0,1,CIrededge,0.579154
2022_2023,V11,d0_b1,0,1,SAVI,0.486251
2022_2023,V11,d0_b1,0,1,EVI,3.1764
2022_2023,V11,d0_b1,0,1,VARI,0.964602
2022_2023,V11,d0_b1,0,1,TGI,0.175341
2022_2023,V11,d0_b1,0,1,spec_mean,0.252025
2022_2023,V11,d0_b1,0,1,spec_std,0.207259
2022_2023,V11,d0_b1,0,1,spec_p10,0.046434
2022_2023,V11,d0_b1,0,1,spec_p50,0.187231
2022_2023,V11,d0_b1,0,1,spec_p90,0.555302
2022_2023,V11,d0_b1,0,1,glcm_asm,0.0333216
2022_2023,V11,d0_b1,0,1,glcm_contrast,1.61443
2022_2023,V11,d0_b1,0,1,glcm_correlation,0.954082
2022_2023,V11,d0_b1,0,1,glcm_variance,17.5769
2022_2023,V11,d0_b1,0,1,glcm_idm,0.665242
2022_2023,V11,d0_b1,0,1,glcm_sum_average,10.1363
2022_2023,V11,d0_b1,0,1,glcm_sum_variance,116.17
2022_2023,V11,d0_b1,0,1,glcm_sum_entropy,3.24669
2022_2023,V11,d0_b1,0,1,glcm_entropy,4.05778
2022_2023,V11,d0_b1,0,1,glcm_diff_entropy,1.20717
2022_2023,V11,d0_b1,0,1,glcm_imc1,-0.452188
2022_2023,V11,d0_b1,0,1,glcm_imc2,0.952126
2022_2023,V11,d0_b1,0,1,glcm_mcc,0.958795
2022_2023,V11,d0_b1,0,1,glcm_dissimilarity,0.817729
2022_2023,V11,d0_b1,0,1,glcm_inertia,1.61443
2022_2023,V11,d0_b1,0,1,glcm_cluster_shade,320.633
2022_2023,V11,d0_b1,0,1,glcm_cluster_prominence,10607.5
2022_2023,V11,d0_b1,0,1,glcm_homogeneity,0.689998
2022_2023,V11,d0_b1,0,1,glcmw3_asm,0.482337
2022_2023,V11,d0_b1,0,1,glcmw3_contrast,0.453622
2022_2023,V11,d0_b1,0,1,glcmw3_entropy,0.997082
2022_2023,V11,d0_b1,0,1,glcmw3_correlation,0.428737
2022_2023,V11,d0_b1,0,1,glcmw3_homogeneity,0.823492
2022_2023,V11,d0_b1,0,1,glcmw5_asm,0.370912
2022_2023,V11,d0_b1,0,1,glcmw5_contrast,0.453754
2022_2023,V11,d0_b1,0,1,glcmw5_entropy,1.43162
2022_2023,V11,d0_b1,0,1,glcmw5_correlation,0.605484
2022_2023,V11,d0_b1,0,1,glcmw5_homogeneity,0.823471
2022_2023,V11,d0_b1,0,1,glcmw7_asm,0.316185
2022_2023,V11,d0_b1,0,1,glcmw7_contrast,0.453846
2022_2023,V11,d0_b1,0,1,glcmw7_entropy,1.69608
2022_2023,V11,d0_b1,0,1,glcmw7_correlation,0.696495
2022_2023,V11,d0_b1,0,1,glcmw7_homogeneity,0.823417
2022_2023,V11,d0_b1,0,1,rgb_glcm_asm,
2022_2023,V11,d0_b1,0,1,rgb_glcm_contrast,
2022_2023,V11,d0_b1,0,1,rgb_glcm_correlation,
2022_2023,V11,d0_b1,0,1,rgb_glcm_variance,
2022_2023,V11,d0_b1,0,1,rgb_glcm_idm,
2022_2023,V11,d0_b1,0,1,rgb_glcm_sum_average,
2022_2023,V11,d0_b1,0,1,rgb_glcm_sum_variance,
2022_2023,V11,d0_b1,0,1,rgb_glcm_sum_entropy,
2022_2023,V11,d0_b1,0,1,rgb_glcm_entropy,
2022_2023,V11,d0_b1,0,1,rgb_glcm_diff_entropy,
2022_2023,V11,d0_b1,0,1,rgb_glcm_imc1,
2022_2023,V11,d0_b1,0,1,rgb_glcm_imc2,
2022_2023,V11,d0_b1,0,1,rgb_glcm_mcc,
2022_2023,V11,d0_b1,0,1,rgb_glcm_dissimilarity,
2022_2023,V11,d0_b1,0,1,rgb_glcm_inertia,
2022_2023,V11,d0_b1,0,1,rgb_glcm_cluster_shade,
2022_2023,V11,d0_b1,0,1,rgb_glcm_cluster_prominence,
2022_2023,V11,d0_b1,0,1,rgb_glcm_homogeneity,
2022_2023,V11,d0_b1,0,1,rgb_glcmw3_asm,
2022_2023,V11,d0_b1,0,1,rgb_glcmw3_contrast,
2022_2023,V11,d0_b1,0,1,rgb_glcmw3_entropy,
2022_2023,V11,d0_b1,0,1,rgb_glcmw3_correlation,
2022_2023,V11,d0_b1,0,1,rgb_glcmw3_homogeneity,
2022_2023,V11,d0_b1,0,1,rgb_glcmw5_asm,
2022_2023,V11,d0_b1,0,1,rgb_glcmw5_contrast,
