safra,estagio,parcela,dose,bloco,NDVI,GNDVI,NDRE,CIrededge,SAVI,EVI,VARI,TGI,spec_mean,spec_std,spec_p10,spec_p50,spec_p90,glcm_asm,glcm_contrast,glcm_correlation,glcm_variance,glcm_idm,glcm_sum_average,glcm_sum_variance,glcm_sum_entropy,glcm_entropy,glcm_diff_entropy,glcm_imc1,glcm_imc2,glcm_mcc,glcm_dissimilarity,glcm_inertia,glcm_cluster_shade,glcm_cluster_prominence,glcm_homogeneity,glcmw3_asm,glcmw3_contrast,glcmw3_entropy,glcmw3_correlation,glcmw3_homogeneity,glcmw5_asm,glcmw5_contrast,glcmw5_entropy,glcmw5_correlation,glcmw5_homogeneity,glcmw7_asm,glcmw7_contrast,glcmw7_entropy,glcmw7_correlation,glcmw7_homogeneity,rgb_glcm_asm,rgb_glcm_contrast,rgb_glcm_correlation,rgb_glcm_variance,rgb_glcm_idm,rgb_glcm_sum_average,rgb_glcm_sum_variance,rgb_glcm_sum_entropy,rgb_glcm_entropy,rgb_glcm_diff_entropy,rgb_glcm_imc1,rgb_glcm_imc2,rgb_glcm_mcc,rgb_glcm_dissimilarity,rgb_glcm_inertia,rgb_glcm_cluster_shade,rgb_glcm_cluster_prominence,rgb_glcm_homogeneity,rgb_glcmw3_asm,rgb_glcmw3_contrast,rgb_glcmw3_entropy,rgb_glcmw3_correlation,rgb_glcmw3_homogeneity,rgb_glcmw5_asm,rgb_glcmw5_contrast,rgb_glcmw5_entropy,rgb_glcmw5_correlation,rgb_glcmw5_homogeneity,rgb_glcmw7_asm,rgb_glcmw7_contrast,rgb_glcmw7_entropy,rgb_glcmw7_correlation,rgb_glcmw7_homogeneity
2023_2024,V8,132,0,4,0.650531,0.143485,0.180406,0.449051,0.569063,51.0234,0.855984,0.29723,0.351082,0.24117,0.085307,0.301476,0.708136,0.0236231,1.95241,0.956536,22.4599,0.629456,13.2953,186.915,3.34403,4.20884,1.29261,-0.439901,0.952286,0.957316,0.935291,1.95241,110.727,12158.7,0.661862,0.453701,0.524887,1.0655,0.50878,0.801256,0.338018,0.525053,1.53629,0.68566,0.801179,0.278848,0.525408,1.83288,0.773125,0.801052,0.0163536,2.7007,0.909706,14.955,0.558244,12.8429,147.64,3.32869,4.46281,1.41403,-0.332503,0.911771,0.915607,1.16006,2.7007,30.0593,7373.35,0.598972,0.349135,0.706129,1.29939,0.510998,0.758088,0.230606,0.706048,1.84721,0.67662,0.758112,0.177374,0.706334,2.16665,0.750832,0.758041
2023_2024,V8,15,50,1,0.711981,0.33787,0.196247,0.502436,0.629471,1.27311,0.738057,0.201586,0.321886,0.244634,0.0682156,0.257464,0.696535,0.0184845,1.79951,0.952822,19.0716,0.620926,15.2803,216.062,3.38177,4.2895,1.258,-0.425064,0.949355,0.954465,0.925572,1.79951,-177.567,10454.9,0.651115,0.418782,0.501599,1.11512,0.527234,0.79968,0.291741,0.501806,1.61345,0.714176,0.799658,0.2292,0.502126,1.92497,0.796733,0.79955,0.017687,2.3738,0.912111,13.5045,0.574156,11.4285,117.967,3.28457,4.36096,1.36403,-0.342396,0.913765,0.914137,1.08805,2.3738,133.296,6757.13,0.61199,0.358644,0.635256,1.26604,0.513146,0.76906,0.237368,0.634744,1.80223,0.682614,0.76918,0.182976,0.634523,2.11169,0.758148,0.769171
2023_2024,V8,118,50,2,0.682289,0.236701,0.205281,0.53373,0.601813,1.26317,0.815013,0.25174,0.33344,0.241656,0.0721039,0.281591,0.694231,0.0224675,1.86058,0.958026,22.1636,0.629352,14.0355,200.77,3.35949,4.21698,1.27408,-0.443756,0.953796,0.959533,0.920923,1.86058,-41.236,11968.3,0.660424,0.44144,0.511937,1.07997,0.515086,0.801473,0.321086,0.512119,1.55892,0.6985,0.80141,0.260662,0.512027,1.85921,0.782988,0.801436,0.0183172,2.35434,0.918168,14.3853,0.583008,11.5255,122.849,3.29983,4.36273,1.36254,-0.352659,0.919542,0.920169,1.06924,2.35434,135.23,7401.58,0.620108,0.375315,0.626942,1.2323,0.493546,0.774709,0.254942,0.626516,1.75523,0.669773,0.774859,0.199361,0.626537,2.06028,0.750136,0.774832
2023_2024,V8,126,50,3,0.691229,0.238787,0.213179,0.555385,0.605236,1.76757,0.837225,0.245928,0.32767,0.237234,0.0720608,0.278343,0.6755,0.023859,1.95355,0.956653,22.5337,0.624259,13.4935,191.209,3.34323,4.2121,1.29401,-0.43803,0.95174,0.957767,0.944118,1.95355,15.2198,12216.3,0.65692,0.437865,0.532998,1.09308,0.522929,0.796951,0.317688,0.53313,1.57693,0.707429,0.796883,0.256546,0.533284,1.88096,0.795588,0.796819,0.0173886,2.66043,0.912731,15.2426,0.564581,12.089,135.207,3.31989,4.43585,1.41247,-0.338275,0.914161,0.916043,1.14495,2.66043,83.9073,7639.55,0.605191,0.357818,0.696524,1.28293,0.506957,0.761475,0.238903,0.696792,1.82723,0.676293,0.761384,0.185205,0.696847,2.14376,0.754592,0.761329
2023_2024,V8,131,50,4,0.708131,0.273335,0.223094,0.59131,0.618953,0.664273,0.835707,0.231893,0.321529,0.240196,0.0638823,0.272489,0.675781,0.0217847,2.00031,0.954507,21.9847,0.627744,14.1001,201.308,3.35907,4.25341,1.30029,-0.430281,0.950201,0.955374,0.943506,2.00031,-36.7024,11734,0.659758,0.435359,0.541481,1.09553,0.516749,0.797608,0.313681,0.541691,1.58259,0.701523,0.797538,0.252881,0.541923,1.88629,0.787361,0.79748,0.0167631,2.60134,0.913782,15.0858,0.56605,11.936,131.861,3.3267,4.43603,1.40175,-0.340409,0.915392,0.916503,1.13335,2.60134,110.228,7470.64,0.60604,0.354143,0.685634,1.28671,0.509584,0.761826,0.234328,0.685175,1.83145,0.679537,0.761951,0.180564,0.685129,2.14647,0.755327,0.761969
2023_2024,V8,43,100,1,0.728673,0.31402,0.220896,0.58503,0.645573,1.00407,0.837424,0.215926,0.325098,0.246015,0.0663113,0.264427,0.702954,0.0203879,1.82608,0.954965,20.2741,0.626381,15.5623,228.026,3.36583,4.24741,1.26671,-0.433369,0.951114,0.956877,0.920912,1.82608,-226.802,11412.6,0.657238,0.42701,0.505719,1.10345,0.523501,0.799776,0.302562,0.505776,1.59358,0.709968,0.799747,0.240891,0.506002,1.89911,0.793964,0.799673,0.0167037,2.55305,0.908073,13.8863,0.564374,11.6961,123.466,3.30129,4.41212,1.39391,-0.332658,0.909973,0.909934,1.13058,2.55305,125.146,6926.68,0.60423,0.34859,0.676644,1.29683,0.517574,0.761418,0.228667,0.676397,1.84439,0.683708,0.761485,0.175658,0.676281,2.15981,0.75708,0.76151
2023_2024,V8,117,100,2,0.710109,0.295883,0.24204,0.660915,0.621346,0.788813,0.846579,0.20949,0.313005,0.236265,0.0647356,0.261742,0.665352,0.0238783,1.93164,0.957839,22.9081,0.630002,13.9589,202.403,3.34279,4.21021,1.28826,-0.438325,0.951788,0.959223,0.930644,1.93164,-45.744,12523.9,0.661876,0.446051,0.524812,1.07453,0.515731,0.80122,0.326951,0.524879,1.55217,0.697206,0.80121,0.266969,0.524702,1.8534,0.782016,0.801237,0.0193575,2.44148,0.915614,14.4662,0.57934,11.0958,116.44,3.28444,4.35375,1.37586,-0.347706,0.916499,0.917511,1.0866,2.44148,158.017,7568.9,0.617207,0.371234,0.646026,1.24596,0.488926,0.771673,0.252313,0.645663,1.7712,0.662404,0.771761,0.19773,0.645799,2.07617,0.741881,0.771749
2023_2024,V8,122,100,3,0.727135,0.269751,0.241054,0.653141,0.641281,-0.306449,0.904838,0.239012,0.326342,0.244406,0.0667212,0.270957,0.706404,0.0227788,1.87173,0.958054,22.311,0.633373,14.7587,217.476,3.3524,4.21624,1.2746,-0.440669,0.952748,0.959677,0.915044,1.87173,-158.191,12473.5,0.663932,0.445266,0.514136,1.0718,0.506148,0.804075,0.324396,0.514268,1.55077,0.691729,0.804046,0.263602,0.514169,1.85201,0.776829,0.804075,0.0191618,2.4621,0.913009,14.1515,0.580151,10.8553,111.562,3.27785,4.34713,1.37984,-0.3453,0.914903,0.915379,1.08832,2.4621,177.331,7365.09,0.618086,0.37141,0.652136,1.24609,0.501715,0.770934,0.251745,0.652008,1.77749,0.673055,0.770976,0.197502,0.651597,2.08532,0.751479,0.771028
2023_2024,V8,130,100,4,0.731746,0.333873,0.257489,0.723089,0.641196,-5.06971,0.850784,0.200344,0.310337,0.243311,0.0588532,0.255498,0.692654,0.0217794,1.84754,0.958267,22.1353,0.635382,14.7916,217.277,3.36425,4.22771,1.26956,-0.440993,0.95317,0.95904,0.908084,1.84754,-126.756,12163.2,0.665648,0.443721,0.508021,1.0721,0.507333,0.803211,0.321058,0.508057,1.54843,0.699481,0.803122,0.258643,0.508068,1.84777,0.787828,0.803079,0.0206304,2.23415,0.918267,13.6673,0.591907,10.4797,104.645,3.25403,4.28351,1.34133,-0.355346,0.918106,0.919337,1.03641,2.23415,194.514,7315.04,0.627412,0.385248,0.598851,1.20751,0.480557,0.780427,0.265892,0.598275,1.71615,0.65628,0.780507,0.21085,0.598061,2.00891,0.737548,0.780538
2023_2024,V8,57,200,1,0.7215,0.372326,0.240978,0.654575,0.635788,1.20411,0.768923,0.174719,0.304926,0.238979,0.0634607,0.240426,0.680789,0.0214925,1.72402,0.958877,20.9616,0.632484,14.8092,213.056,3.3666,4.2167,1.24372,-0.446394,0.954651,0.959954,0.894606,1.72402,-165.499,11690.6,0.661779,0.444036,0.481151,1.0689,0.506841,0.806438,0.320194,0.481396,1.54535,0.700323,0.806368,0.257296,0.481509,1.84435,0.78914,0.806318,0.0188484,2.43419,0.911801,13.7995,0.5725,10.8751,110.582,3.27125,4.34648,1.37474,-0.340738,0.912265,0.913304,1.09858,2.43419,175.967,7297.03,0.611188,0.361304,0.643819,1.2658,0.507157,0.767612,0.241695,0.64356,1.79913,0.678182,0.767686,0.187801,0.643801,2.10633,0.755554,0.767617
2023_2024,V8,116,200,2,0.724634,0.328166,0.257417,0.720393,0.640773,10.622,0.860209,0.198017,0.314516,0.240054,0.0654872,0.258584,0.694388,0.021731,1.85027,0.957704,21.8728,0.637352,15.0892,223.134,3.36344,4.22847,1.26797,-0.439924,0.952832,0.958717,0.904611,1.85027,-169.629,12129.8,0.667042,0.441628,0.512243,1.07527,0.507832,0.804398,0.317624,0.51242,1.55572,0.70088,0.804345,0.254746,0.51261,1.85731,0.788011,0.804282,0.020243,2.13238,0.921454,13.574,0.593921,10.6284,106.483,3.25821,4.27375,1.32263,-0.361849,0.921213,0.92289,1.01877,2.13238,197.591,7379.84,0.628643,0.381207,0.579658,1.21307,0.48726,0.781391,0.260254,0.579597,1.72745,0.66221,0.781316,0.204432,0.579685,2.02434,0.741854,0.781295
2023_2024,V8,121,200,3,0.7414,0.325096,0.266663,0.754914,0.656484,1.257,0.8926,0.212931,0.31926,0.246272,0.0597881,0.266483,0.716977,0.0232201,1.73795,0.960714,22.1194,0.642318,15.272,228.972,3.34591,4.18358,1.24573,-0.448417,0.954418,0.961821,0.879618,1.73795,-228.007,12677.9,0.671083,0.452844,0.483685,1.05056,0.498802,0.80982,0.330505,0.483804,1.52128,0.689766,0.809767,0.268612,0.483594,1.81818,0.777879,0.8098,0.0188933,2.52829,0.914596,14.802,0.570083,11.1235,117.976,3.29433,4.3808,1.39108,-0.343598,0.915186,0.917468,1.11608,2.52829,160.738,7637.06,0.609594,0.363274,0.665301,1.26661,0.511674,0.765416,0.244444,0.665085,1.80294,0.680577,0.765479,0.190631,0.664677,2.11356,0.757002,0.76551
2023_2024,V8,133,200,4,0.72872,0.286174,0.267799,0.763339,0.642682,1.36268,0.938331,0.224096,0.322168,0.243756,0.0610388,0.273753,0.704517,0.0236276,1.87894,0.959418,23.1498,0.63606,14.8212,222.523,3.34071,4.19557,1.27535,-0.441912,0.952598,0.960488,0.911258,1.87894,-147.535,12900.7,0.666465,0.449112,0.513516,1.06348,0.50331,0.804372,0.328302,0.513475,1.53702,0.691699,0.804379,0.266978,0.513483,1.83665,0.780266,0.804367,0.0190608,2.48275,0.920626,15.6395,0.578174,11.3169,124.146,3.3125,4.38607,1.38179,-0.352871,0.92049,0.922247,1.09412,2.48275,161.761,8098.86,0.616137,0.370399,0.655803,1.24806,0.494222,0.770005,0.251652,0.655633,1.77395,0.666098,0.770043,0.197347,0.655952,2.07774,0.744353,0.769939
2023_2024,V8,71,300,1,0.712365,0.298035,0.238439,0.644575,0.636262,0.612944,0.86145,0.216505,0.32913,0.241394,0.0722356,0.275389,0.711165,0.0218309,1.78257,0.957907,21.1743,0.631105,15.1239,221.257,3.36199,4.21459,1.25829,-0.445396,0.954269,0.959372,0.906538,1.78257,-198.051,11981.1,0.661608,0.440334,0.49507,1.07767,0.511246,0.803291,0.318343,0.495277,1.55545,0.697392,0.803183,0.257491,0.495315,1.85422,0.782034,0.803161,0.0195932,2.30832,0.914364,13.4774,0.582588,10.8136,108.631,3.2618,4.31492,1.35147,-0.347166,0.914755,0.915596,1.0624,2.30832,189.665,7290.09,0.619017,0.370901,0.618456,1.23902,0.494609,0.774952,0.250025,0.618035,1.76426,0.667102,0.775031,0.195402,0.617852,2.06613,0.743829,0.775074
2023_2024,V8,114,300,2,0.761495,0.327454,0.269004,0.769313,0.662428,1.83924,0.962009,0.208947,0.311026,0.24342,0.0555687,0.255065,0.697225,0.0208175,1.71284,0.958188,20.4826,0.641225,15.273,222.022,3.36487,4.22524,1.241,-0.441687,0.953334,0.959007,0.877601,1.71284,-194.032,11273.4,0.669903,0.447165,0.476944,1.05837,0.505076,0.809652,0.323667,0.477144,1.53312,0.694301,0.809591,0.261003,0.477302,1.83297,0.781594,0.809511,0.0195367,2.63689,0.910988,14.812,0.571033,10.9011,114.633,3.2839,4.37808,1.40723,-0.339579,0.912779,0.914344,1.12818,2.63689,172.434,7674.73,0.61071,0.365346,0.68884,1.26598,0.504425,0.764587,0.247429,0.688848,1.80296,0.671567,0.764551,0.193952,0.689103,2.11331,0.748742,0.764513
2023_2024,V8,125,300,3,0.727731,0.266028,0.25381,0.706104,0.638103,-0.642803,0.932256,0.235427,0.324214,0.241605,0.0640558,0.275632,0.704995,0.0228526,1.73105,0.960114,21.7,0.644806,14.4739,208.72,3.35399,4.18782,1.24427,-0.451307,0.955461,0.960716,0.874264,1.73105,-114.779,11789.8,0.673468,0.453542,0.481977,1.04769,0.498167,0.810516,0.329873,0.482109,1.51663,0.694529,0.810475,0.266158,0.482234,1.81323,0.785879,0.810432,0.0187283,2.38762,0.91842,14.6335,0.578199,11.0175,115.798,3.29407,4.35827,1.36724,-0.350048,0.917959,0.919342,1.08168,2.38762,182.391,7722.21,0.616052,0.367436,0.634309,1.2491,0.50086,0.771774,0.247258,0.633873,1.77749,0.673683,0.771846,0.192728,0.633661,2.08403,0.751349,0.771876
2023_2024,V8,127,300,4,0.709984,0.316326,0.233729,0.628412,0.632815,0.495223,0.795888,0.211089,0.327446,0.242234,0.0724024,0.273341,0.70503,0.0213818,1.85148,0.956755,21.4069,0.623536,14.8675,216.082,3.36509,4.24191,1.2728,-0.437085,0.95224,0.958064,0.929566,1.85148,-165.255,11944.9,0.654958,0.430719,0.511367,1.10013,0.525185,0.798667,0.308248,0.511484,1.58879,0.709503,0.798621,0.246989,0.511577,1.89567,0.794093,0.798581,0.019565,2.51659,0.910621,14.0782,0.573183,10.8312,110.99,3.26859,4.34901,1.38652,-0.339542,0.911664,0.913034,1.10722,2.51659,167.788,7387.83,0.611879,0.365165,0.662141,1.26111,0.506075,0.768283,0.245604,0.661922,1.79553,0.677411,0.768318,0.191704,0.661892,2.10354,0.754623,0.768338
2023_2024,V8,85,400,1,0.655737,0.253866,0.197739,0.505728,0.59556,1.1824,0.761487,0.235926,0.354042,0.237645,0.0908265,0.306886,0.706282,0.0184495,1.94938,0.95178,20.2135,0.609353,14.6514,205.719,3.39026,4.30738,1.29248,-0.422909,0.949078,0.952807,0.969105,1.94938,-96.2819,10758.1,0.64254,0.409028,0.535609,1.14336,0.541789,0.790681,0.283989,0.535941,1.64952,0.723778,0.790544,0.222693,0.536231,1.96302,0.804668,0.790421,0.0159957,2.82049,0.899216,13.9927,0.551417,11.8766,126.602,3.30618,4.45995,1.43116,-0.317767,0.90252,0.902927,1.188,2.82049,108.742,6811.51,0.593427,0.335778,0.735738,1.32964,0.514661,0.753297,0.21709,0.735604,1.88714,0.679104,0.753345,0.165868,0.735149,2.20502,0.75035,0.753434
2023_2024,V8,113,400,2,0.704535,0.250361,0.218742,0.575962,0.620548,0.662445,0.887603,0.240106,0.337341,0.239534,0.0770028,0.282116,0.705539,0.0195047,1.74488,0.955457,19.5864,0.626663,14.8522,208.294,3.37641,4.26235,1.24782,-0.43342,0.951545,0.956326,0.907858,1.74488,-151.612,10652.9,0.656434,0.425424,0.490199,1.10233,0.523574,0.801908,0.298825,0.490331,1.5938,0.715074,0.801878,0.235743,0.490398,1.90192,0.79911,0.801827,0.0189189,2.49384,0.911953,14.162,0.574657,11.0857,115.072,3.28066,4.36164,1.38352,-0.341972,0.913547,0.914808,1.10211,2.49384,157.098,7360.83,0.613061,0.364543,0.658117,1.25841,0.516811,0.768824,0.243629,0.658114,1.79518,0.689019,0.768834,0.188731,0.65783,2.10903,0.765875,0.768917
2023_2024,V8,124,400,3,0.728068,0.257913,0.249117,0.686333,0.646027,-10.0147,0.936122,0.254252,0.336639,0.251891,0.0630408,0.282628,0.742947,0.0268499,1.68209,0.964068,23.4064,0.654619,15.1191,231.4,3.30997,4.10932,1.23153,-0.460928,0.956389,0.965561,0.850048,1.68209,-243.625,13672,0.682286,0.473279,0.46657,1.01124,0.480041,0.8167,0.355755,0.466629,1.4619,0.666292,0.816672,0.296106,0.466724,1.74492,0.753126,0.816615,0.0184649,2.49212,0.91621,14.8712,0.573616,11.5028,124.212,3.30405,4.3858,1.38485,-0.348132,0.917903,0.919948,1.10457,2.49212,136.235,7640.64,0.612423,0.36496,0.659128,1.26168,0.504622,0.767039,0.246573,0.658593,1.79507,0.672978,0.767152,0.192851,0.658517,2.10458,0.750412,0.767186
2023_2024,V8,128,400,4,0.734894,0.277318,0.255815,0.710885,0.645654,0.376278,0.951929,0.231301,0.324226,0.244481,0.0636732,0.268264,0.714431,0.0246241,1.68286,0.962439,22.4018,0.651522,14.9935,223.83,3.33564,4.14715,1.23209,-0.458332,0.95659,0.963502,0.854585,1.68286,-203.137,12707.8,0.67915,0.465222,0.468419,1.02406,0.484634,0.815104,0.343315,0.468601,1.4837,0.678356,0.815063,0.280716,0.468829,1.77391,0.77146,0.814981,0.0183592,2.53735,0.914667,14.8674,0.574816,11.2136,119.51,3.30301,4.38629,1.39024,-0.345755,0.916601,0.917589,1.10709,2.53735,171.497,7759.87,0.613473,0.364734,0.670453,1.26086,0.507864,0.767335,0.245499,0.670368,1.79644,0.675755,0.76735,0.191788,0.670569,2.10749,0.752527,0.767302
2023_2024,V13,1,0,1,0.6337,0.272738,0.209471,0.545231,0.554016,0.253072,0.665829,0.207375,0.317442,0.216967,0.0832432,0.269684,0.637189,0.0201214,1.49021,0.952633,15.7303,0.658883,13.4332,162.985,3.35576,4.2026,1.18248,-0.444303,0.953587,0.953626,0.811386,1.49021,33.4085,7675.91,0.683096,0.458327,0.434387,1.0227,0.47187,0.821018,0.332367,0.434729,1.48056,0.670676,0.820925,0.268439,0.435121,1.76516,0.763269,0.82078,0.0203799,1.89452,0.935466,14.6785,0.607612,10.9334,115.153,3.29581,4.25699,1.27418,-0.388621,0.933646,0.936282,0.960279,1.89452,206.808,8000.2,0.639155,0.397152,0.529132,1.16723,0.499425,0.791341,0.274683,0.528701,1.66751,0.679336,0.791548,0.218051,0.528628,1.95843,0.759415,0.791622
2023_2024,V13,119,0,2,0.66338,0.190522,0.2053,0.528305,0.578647,1.20925,0.802566,0.282549,0.344076,0.235658,0.0786047,0.304184,0.688543,0.0193924,1.64989,0.954129,17.9839,0.652992,13.7836,178.464,3.38273,4.25585,1.2198,-0.442369,0.95438,0.955845,0.845579,1.64989,29.1927,9252.01,0.678972,0.453237,0.469804,1.03867,0.487944,0.815256,0.327961,0.469769,1.50314,0.683792,0.815256,0.264238,0.46974,1.79549,0.774874,0.81525,0.0207799,1.98486,0.937995,16.0056,0.61384,11.9746,136.984,3.31742,4.29078,1.2938,-0.393927,0.937088,0.941165,0.962055,1.98486,86.9496,8121.66,0.645572,0.407845,0.544182,1.15057,0.498111,0.793741,0.286065,0.543934,1.65165,0.677471,0.793866,0.228426,0.544094,1.95131,0.761418,0.793784
2023_2024,V13,123,0,3,0.678568,0.17209,0.227773,0.604049,0.583367,1.62908,0.886336,0.281131,0.330244,0.236464,0.0735067,0.279526,0.689842,0.0237512,1.70087,0.960749,21.6663,0.652059,13.0049,178.094,3.35452,4.1952,1.23474,-0.452899,0.956159,0.961902,0.856283,1.70087,98.6369,11795.1,0.679505,0.471109,0.473201,1.0151,0.482703,0.815594,0.35324,0.473174,1.46792,0.666983,0.815594,0.293063,0.473189,1.7544,0.75801,0.815582,0.0210148,1.87989,0.941186,15.9818,0.616501,11.48,128.676,3.31738,4.26633,1.27363,-0.401723,0.939624,0.943109,0.942866,1.87989,151.781,8394.48,0.647469,0.412352,0.520882,1.13994,0.49476,0.796892,0.290626,0.52069,1.63595,0.675508,0.796921,0.232839,0.520855,1.93214,0.758442,0.796864
2023_2024,V13,132,0,4,0.696223,0.163071,0.232407,0.623872,0.595166,1.17953,0.946028,0.291135,0.339035,0.237685,0.0693842,0.294087,0.688276,0.019548,1.70997,0.95447,18.7786,0.641971,13.8663,183.259,3.3852,4.28101,1.2367,-0.436183,0.952995,0.955813,0.874273,1.70997,4.03896,10109.4,0.669639,0.447062,0.480626,1.05842,0.492395,0.81068,0.323736,0.480679,1.52931,0.68325,0.810636,0.261362,0.480751,1.82444,0.773894,0.810609,0.0191644,2.06309,0.93689,16.3452,0.603359,12.1805,141.518,3.33742,4.33162,1.30965,-0.387911,0.935758,0.939842,0.992153,2.06309,87.541,8215.92,0.636634,0.398818,0.562448,1.17418,0.503897,0.787506,0.27776,0.562273,1.6821,0.6794,0.787551,0.221179,0.562511,1.98226,0.7595,0.787479
2023_2024,V13,15,50,1,0.724683,0.365063,0.27423,0.78342,0.638657,-2.01932,0.759283,0.188372,0.303265,0.238018,0.0580813,0.24987,0.681205,0.0202614,1.65154,0.958267,19.7869,0.648385,14.7753,207.413,3.37718,4.23657,1.22321,-0.444234,0.954478,0.958916,0.854741,1.65154,-120.316,10481.6,0.675185,0.453792,0.466848,1.0423,0.488927,0.814004,0.329574,0.466974,1.51022,0.681975,0.813964,0.267228,0.46705,1.80355,0.770612,0.813946,0.0246663,1.57296,0.942479,13.6729,0.637487,9.80557,96.3937,3.2272,4.10059,1.20448,-0.410161,0.937798,0.943758,0.861191,1.57296,276.99,8129.18,0.664312,0.4294,0.4535,1.08876,0.472053,0.810836,0.303683,0.453462,1.56466,0.66407,0.810807,0.242397,0.45356,1.84588,0.75187,0.810784
2023_2024,V13,118,50,2,0.688076,0.246892,0.249768,0.684277,0.60638,1.85707,0.818489,0.249897,0.332575,0.233236,0.0763752,0.292223,0.689897,0.0201412,1.63965,0.9566,18.89,0.653653,13.5614,177.573,3.38046,4.24393,1.21752,-0.445372,0.955042,0.957508,0.842769,1.63965,19.6182,9763.58,0.679528,0.456821,0.463204,1.03244,0.486391,0.816785,0.331085,0.463169,1.49696,0.684118,0.816752,0.267002,0.462894,1.79028,0.774579,0.816826,0.02162,1.87968,0.939384,15.5048,0.616133,10.8809,117.627,3.29888,4.24591,1.27291,-0.397833,0.937333,0.940188,0.943292,1.87968,215.979,8497.1,0.647004,0.409297,0.522951,1.14358,0.493169,0.796378,0.285782,0.522983,1.64153,0.676393,0.796338,0.227083,0.523029,1.93759,0.760303,0.79632
2023_2024,V13,126,50,3,0.713563,0.187532,0.250277,0.690693,0.605498,1.3561,0.981121,0.26929,0.32789,0.234532,0.0656696,0.27994,0.678059,0.0197903,1.70129,0.953754,18.3939,0.643654,13.955,183.74,3.37837,4.27226,1.23275,-0.43466,0.952242,0.955511,0.870045,1.70129,-38.782,9819.1,0.670707,0.447309,0.478025,1.05532,0.493082,0.812084,0.323052,0.478173,1.52778,0.685969,0.812024,0.260396,0.478188,1.82376,0.777228,0.812024,0.0207016,1.94058,0.940522,16.3135,0.614843,11.5272,130.583,3.32535,4.28952,1.2853,-0.397855,0.938728,0.941727,0.954198,1.94058,165.029,8617.79,0.646214,0.407942,0.534869,1.14838,0.496305,0.794724,0.285171,0.534895,1.64831,0.677279,0.79471,0.226833,0.535009,1.94522,0.760076,0.794687
2023_2024,V13,131,50,4,0.738536,0.257961,0.27347,0.781797,0.626127,0.00660785,0.951778,0.243529,0.312653,0.236587,0.054844,0.264251,0.671881,0.0213353,1.54856,0.957625,18.2722,0.664977,14.0727,186.147,3.36728,4.21122,1.19463,-0.45382,0.956865,0.959453,0.809699,1.54856,-34.5641,9628.54,0.689376,0.468195,0.443299,1.00684,0.470195,0.823196,0.34445,0.443185,1.46011,0.666441,0.823217,0.281057,0.443146,1.74519,0.759341,0.823198,0.023345,1.69531,0.947718,16.2131,0.634569,11.0941,123.832,3.30472,4.2008,1.23397,-0.421853,0.9456,0.948924,0.884104,1.69531,198.495,8753.39,0.662805,0.431765,0.477091,1.09157,0.477246,0.807807,0.310066,0.476825,1.56837,0.660769,0.80791,0.251261,0.476849,1.85323,0.747848,0.807885
2023_2024,V13,43,100,1,0.757623,0.306996,0.300526,0.913106,0.620041,1.95913,1.02796,0.189276,0.27606,0.220169,0.0505169,0.226671,0.611762,0.0223758,1.30395,0.958773,15.8142,0.690626,13.9745,174.805,3.3513,4.13427,1.12783,-0.471243,0.960117,0.959427,0.728157,1.30395,9.84335,7774.96,0.710983,0.494427,0.388303,0.945331,0.437143,0.837814,0.3697,0.388207,1.3756,0.645025,0.837896,0.304561,0.388392,1.64717,0.741378,0.837831,0.0249914,1.58687,0.942487,13.7958,0.640012,9.79674,96.7497,3.22761,4.10105,1.20805,-0.410497,0.937953,0.943051,0.858766,1.58687,283.927,8165.63,0.666745,0.431073,0.457567,1.08514,0.472078,0.811556,0.306028,0.457331,1.56016,0.663989,0.811614,0.245617,0.457284,1.84157,0.750436,0.811612
2023_2024,V13,117,100,2,0.710592,0.239083,0.281217,0.821085,0.613179,5.09772,0.96009,0.233567,0.314766,0.230101,0.0679182,0.265157,0.664576,0.0188649,1.84454,0.953042,19.6405,0.632525,14.0004,189.247,3.39241,4.30463,1.26688,-0.428916,0.95114,0.954757,0.911182,1.84454,-17.3392,10391.7,0.662144,0.436061,0.509744,1.08422,0.503876,0.803426,0.313595,0.509959,1.56427,0.687187,0.803333,0.253387,0.50997,1.86152,0.770373,0.803302,0.0221997,1.75024,0.943251,15.4209,0.619478,10.643,114.023,3.28843,4.20989,1.24619,-0.404683,0.939071,0.943607,0.919549,1.75024,240.658,8548.78,0.649333,0.407577,0.494472,1.14234,0.483322,0.798794,0.285468,0.494198,1.6321,0.662607,0.798869,0.228922,0.49404,1.91388,0.745323,0.798927
