safra,estagio,parcela,dose,bloco,NDVI,GNDVI,NDRE,CIrededge,SAVI,EVI,VARI,TGI,spec_mean,spec_std,spec_p10,spec_p50,spec_p90,glcm_asm,glcm_contrast,glcm_correlation,glcm_variance,glcm_idm,glcm_sum_average,glcm_sum_variance,glcm_sum_entropy,glcm_entropy,glcm_diff_entropy,glcm_imc1,glcm_imc2,glcm_mcc,glcm_dissimilarity,glcm_inertia,glcm_cluster_shade,glcm_cluster_prominence,glcm_homogeneity,glcmw3_asm,glcmw3_contrast,glcmw3_entropy,glcmw3_correlation,glcmw3_homogeneity,glcmw5_asm,glcmw5_contrast,glcmw5_entropy,glcmw5_correlation,glcmw5_homogeneity,glcmw7_asm,glcmw7_contrast,glcmw7_entropy,glcmw7_correlation,glcmw7_homogeneity,rgb_glcm_asm,rgb_glcm_contrast,rgb_glcm_correlation,rgb_glcm_variance,rgb_glcm_idm,rgb_glcm_sum_average,rgb_glcm_sum_variance,rgb_glcm_sum_entropy,rgb_glcm_entropy,rgb_glcm_diff_entropy,rgb_glcm_imc1,rgb_glcm_imc2,rgb_glcm_mcc,rgb_glcm_dissimilarity,rgb_glcm_inertia,rgb_glcm_cluster_shade,rgb_glcm_cluster_prominence,rgb_glcm_homogeneity,rgb_glcmw3_asm,rgb_glcmw3_contrast,rgb_glcmw3_entropy,rgb_glcmw3_correlation,rgb_glcmw3_homogeneity,rgb_glcmw5_asm,rgb_glcmw5_contrast,rgb_glcmw5_entropy,rgb_glcmw5_correlation,rgb_glcmw5_homogeneity,rgb_glcmw7_asm,rgb_glcmw7_contrast,rgb_glcmw7_entropy,rgb_glcmw7_correlation,rgb_glcmw7_homogeneity
2023_2024,R2,114,300,2,0.745575,0.164865,0.360446,1.21183,0.635242,1.96832,1.27135,0.263463,0.314913,0.239552,0.0610245,0.255583,0.715029,0.0331253,1.09456,0.976548,23.3362,0.71358,13.9183,205.305,3.28559,3.94674,1.06862,-0.522903,0.96894,0.978117,0.658043,1.09456,-111.848,13593,0.731584,0.544299,0.329,0.849217,0.406201,0.855536,0.431201,0.328937,1.23747,0.594305,0.855546,0.371796,0.328896,1.48485,0.685405,0.855569,0.024521,1.765,0.933469,13.2645,0.645471,10.3804,102.225,3.24371,4.1292,1.23541,-0.406086,0.937035,0.93685,0.871714,1.765,248.793,7762.16,0.671378,0.442044,0.493904,1.07085,0.438358,0.812827,0.321508,0.493723,1.53153,0.63005,0.812882,0.263852,0.493552,1.80302,0.719429,0.812927
2023_2024,R2,125,300,3,0.74699,0.154782,0.339853,1.08812,0.628017,22.152,1.23478,0.267448,0.310081,0.236509,0.0634257,0.251445,0.701362,0.0372567,1.1685,0.974723,23.1136,0.708652,13.3661,193.62,3.25013,3.93104,1.09175,-0.513435,0.966346,0.976482,0.677826,1.1685,-62.8493,13544.9,0.727949,0.549014,0.339595,0.846053,0.405376,0.854236,0.440495,0.33972,1.23073,0.580097,0.854183,0.384884,0.339684,1.47528,0.660626,0.854187,0.0268604,1.86879,0.929073,13.174,0.639942,9.81214,94.5028,3.20337,4.10054,1.26014,-0.391955,0.929799,0.930316,0.897189,1.86879,322.635,8480.34,0.667442,0.441127,0.517402,1.0805,0.447425,0.808514,0.321592,0.517479,1.54842,0.636109,0.808529,0.264244,0.517537,1.82584,0.725203,0.808537
2023_2024,R2,127,300,4,0.712472,0.146568,0.320693,1.00178,0.596658,-0.854666,1.16825,0.258541,0.307586,0.230223,0.0678037,0.250167,0.679288,0.0332643,1.10559,0.975965,22.9998,0.713909,13.1116,187.43,3.28632,3.9492,1.07214,-0.521203,0.968606,0.976947,0.659349,1.10559,43.7996,12912.4,0.732185,0.535903,0.333651,0.862922,0.4157,0.853266,0.419675,0.333596,1.25791,0.610643,0.853289,0.358161,0.333633,1.5101,0.708766,0.853286,0.0273814,1.67024,0.930544,12.0237,0.651455,10.0188,93.1407,3.18387,4.04244,1.21427,-0.403642,0.93302,0.932827,0.847314,1.67024,262.902,7475.27,0.67626,0.445711,0.476854,1.0604,0.431469,0.815713,0.325671,0.476765,1.51408,0.622272,0.815739,0.267824,0.476719,1.78076,0.713207,0.815739
2023_2024,R2,85,400,1,0.729416,0.110806,0.34284,1.08975,0.616175,1.51023,1.2926,0.27903,0.323109,0.231636,0.068763,0.27035,0.690346,0.0305493,1.09112,0.975395,22.1729,0.706355,13.2451,186.057,3.32262,3.99325,1.06964,-0.522095,0.969781,0.976219,0.66999,1.09112,14.346,12694.6,0.724535,0.529374,0.330997,0.874768,0.420574,0.852313,0.412812,0.331034,1.27527,0.611833,0.852304,0.352346,0.330968,1.52984,0.702616,0.852329,0.025035,1.68596,0.932712,12.528,0.641221,10.2134,97.37,3.21744,4.09801,1.22175,-0.399962,0.933331,0.933729,0.868868,1.68596,259.767,7489.08,0.667085,0.432568,0.481602,1.08592,0.438448,0.810919,0.31162,0.481486,1.54758,0.628929,0.810942,0.253866,0.481483,1.81858,0.718253,0.810915
2023_2024,R2,113,400,2,0.700614,0.121138,0.317962,0.988294,0.593191,-1.48484,1.18062,0.269456,0.320501,0.229324,0.0728001,0.268602,0.686025,0.0342111,1.10456,0.976002,23.0133,0.715608,12.8042,181.537,3.2864,3.94744,1.07068,-0.520688,0.968447,0.976579,0.656091,1.10456,100.891,13072.4,0.73375,0.542374,0.330613,0.849075,0.409839,0.855804,0.427087,0.330641,1.2405,0.602098,0.85579,0.366401,0.330704,1.49039,0.697345,0.855771,0.0256775,1.64743,0.935798,12.8301,0.654965,10.3302,100.123,3.22738,4.0822,1.20567,-0.413617,0.93862,0.937882,0.837514,1.64743,256.33,7714.74,0.678871,0.451101,0.47103,1.04518,0.423752,0.818978,0.330534,0.471012,1.49294,0.616385,0.819011,0.272468,0.471117,1.75596,0.706603,0.819008
2023_2024,R2,124,400,3,0.751702,0.174863,0.352283,1.15451,0.63755,-0.0404282,1.25725,0.260681,0.309207,0.240182,0.0608764,0.248301,0.717905,0.0375024,1.03362,0.978324,23.8424,0.726226,14.0932,212.054,3.24343,3.87338,1.04448,-0.533889,0.96977,0.980703,0.626613,1.03362,-159.84,14190.5,0.742751,0.563241,0.311672,0.811615,0.384966,0.8633,0.454942,0.311689,1.18295,0.564088,0.863298,0.398588,0.311642,1.4189,0.650229,0.863302,0.0275367,1.83015,0.925534,12.2885,0.645353,9.98279,93.5122,3.18658,4.07195,1.24956,-0.39239,0.928979,0.927557,0.881419,1.83015,289.739,7709.83,0.671965,0.442993,0.50855,1.07304,0.438513,0.811024,0.324079,0.508708,1.53615,0.624991,0.81099,0.267938,0.508625,1.80863,0.712057,0.81099
2023_2024,R2,128,400,4,0.744452,0.163274,0.350059,1.14241,0.625111,2.4244,1.26154,0.257296,0.307438,0.237112,0.0621722,0.250138,0.706364,0.0376485,1.03381,0.97812,23.6244,0.721734,13.8234,205.389,3.24397,3.87716,1.04673,-0.528833,0.968721,0.97986,0.634437,1.03381,-98.9118,13526,0.738435,0.558728,0.312226,0.820513,0.390838,0.861525,0.448848,0.312229,1.19572,0.576456,0.861527,0.391183,0.312316,1.43502,0.66741,0.861488,0.0277595,1.76541,0.927466,12.1696,0.6499,10.1942,96.0133,3.18706,4.05844,1.23627,-0.401119,0.932466,0.932767,0.864448,1.76541,258.99,7451.39,0.675796,0.44685,0.49629,1.06534,0.433919,0.813315,0.329488,0.496209,1.52226,0.61921,0.813325,0.274413,0.495964,1.78859,0.708372,0.813384
2023_2024,R5,1,0,1,0.571617,0.190561,0.178008,0.445452,0.479197,0.0407528,0.631221,0.221917,0.321648,0.217291,0.0898223,0.261929,0.645583,0.0220894,0.998223,0.968103,15.6478,0.694224,13.1386,157.129,3.3643,4.04946,1.03044,-0.504795,0.966984,0.970493,0.675399,0.998223,61.568,7975.2,0.710103,0.483543,0.328546,0.944947,0.424759,0.84562,0.357118,0.328294,1.36584,0.628685,0.845763,0.294359,0.328291,1.6237,0.72339,0.845753,0.0206118,1.85758,0.934097,14.0933,0.613346,11.1068,115.622,3.28981,4.23626,1.26523,-0.392794,0.934824,0.937454,0.944187,1.85758,177.846,7481.59,0.64384,0.402232,0.521243,1.15385,0.476313,0.795127,0.281156,0.520973,1.6417,0.657111,0.795264,0.225528,0.520669,1.9222,0.74096,0.795352
2023_2024,R5,119,0,2,0.5661,0.162737,0.160793,0.390103,0.493558,0.815615,0.631072,0.265486,0.343971,0.224886,0.103124,0.282583,0.682288,0.0230819,1.30873,0.963275,17.8181,0.680202,12.5282,154.027,3.35959,4.13307,1.13104,-0.47933,0.962361,0.965682,0.746413,1.30873,110.141,9509.26,0.701059,0.485039,0.39079,0.966611,0.437144,0.834524,0.365543,0.391082,1.39792,0.625416,0.834449,0.305729,0.391242,1.6658,0.715437,0.834388,0.0199289,2.01811,0.929617,14.3365,0.605417,11.4166,121.216,3.29947,4.27832,1.29581,-0.384051,0.932274,0.935577,0.979954,2.01811,150.456,7474.19,0.637489,0.394816,0.556154,1.17978,0.474739,0.789227,0.276335,0.556198,1.67682,0.649118,0.789234,0.222973,0.556422,1.96155,0.730609,0.789209
2023_2024,R5,123,0,3,0.601506,0.191539,0.185158,0.467935,0.495912,1.10503,0.673629,0.244383,0.313607,0.228723,0.0746031,0.243445,0.667365,0.0247474,1.19009,0.96768,18.4111,0.694353,12.6827,159.506,3.35256,4.07954,1.09841,-0.4994,0.966342,0.971922,0.704923,1.19009,86.6842,9789.23,0.713575,0.505046,0.361617,0.924804,0.4276,0.842567,0.387601,0.361599,1.34135,0.61539,0.842596,0.328065,0.361739,1.60227,0.709009,0.842574,0.0248802,1.90355,0.939086,15.625,0.623303,10.8429,117.807,3.27913,4.20463,1.27884,-0.409446,0.940862,0.947473,0.933968,1.90355,199.417,8632.09,0.654071,0.422473,0.526735,1.12659,0.459914,0.798299,0.308773,0.526673,1.60367,0.630373,0.798324,0.256895,0.526425,1.87967,0.714065,0.798396
2023_2024,R5,132,0,4,0.58792,0.179292,0.179114,0.445363,0.513757,0.909498,0.6599,0.267112,0.347176,0.229166,0.0939889,0.295598,0.689497,0.0245604,1.17035,0.965318,16.8726,0.709559,13.513,169.698,3.34549,4.06337,1.08788,-0.502268,0.966682,0.966883,0.674796,1.17035,74.923,8377.88,0.728351,0.528664,0.35104,0.881195,0.409854,0.849833,0.414711,0.350807,1.28022,0.595898,0.849845,0.355897,0.350555,1.53037,0.691635,0.849875,0.0202468,2.04826,0.933218,15.3354,0.611473,11.944,133.747,3.31535,4.29465,1.30268,-0.39008,0.935529,0.941257,0.973599,2.04826,93.047,7740.97,0.643329,0.405247,0.560237,1.16508,0.46733,0.791626,0.288308,0.560156,1.65811,0.642946,0.791656,0.234987,0.560185,1.94068,0.726436,0.791662
2023_2024,R5,15,50,1,0.619195,0.199225,0.205363,0.530634,0.517362,0.998102,0.731805,0.235876,0.319445,0.228559,0.0803416,0.250491,0.670738,0.0238818,1.03567,0.97072,17.6859,0.69992,13.7046,176.757,3.35817,4.04895,1.04516,-0.510437,0.968322,0.975322,0.671189,1.03567,-40.1139,9366.98,0.716159,0.500797,0.329834,0.918016,0.409235,0.849006,0.379522,0.32967,1.32781,0.604128,0.849076,0.319689,0.329693,1.57874,0.695646,0.849066,0.0246948,1.8462,0.938381,14.9808,0.624431,10.4104,109.155,3.2635,4.17883,1.26611,-0.407384,0.939197,0.942639,0.923713,1.8462,243.114,8524.41,0.654415,0.421817,0.512525,1.12064,0.462862,0.800713,0.305712,0.512397,1.59711,0.638546,0.800749,0.252821,0.512058,1.87285,0.724066,0.800864
2023_2024,R5,118,50,2,0.580991,0.209646,0.170437,0.420172,0.501347,1.26739,0.587805,0.245328,0.332311,0.233308,0.0882362,0.257387,0.69534,0.0232786,1.07265,0.970084,17.9279,0.701825,13.9636,182.977,3.36466,4.06028,1.05858,-0.508302,0.968069,0.97391,0.673861,1.07265,-44.8262,9224.52,0.718632,0.502084,0.339653,0.917549,0.417164,0.847582,0.378897,0.339504,1.33131,0.618141,0.84766,0.3159,0.339428,1.58994,0.712861,0.847701,0.0209765,1.95261,0.934053,14.8044,0.611753,11.277,120.874,3.30143,4.25759,1.28689,-0.395646,0.936767,0.940956,0.961348,1.95261,176.378,7915.18,0.643282,0.402892,0.540617,1.16267,0.470933,0.792194,0.285016,0.540546,1.65551,0.64413,0.792188,0.231214,0.540476,1.93945,0.726681,0.792199
2023_2024,R5,126,50,3,0.572842,0.198372,0.171118,0.421593,0.492822,10.6985,0.59333,0.249683,0.330604,0.231715,0.0906186,0.258246,0.689185,0.0260939,1.32254,0.967133,20.1193,0.685185,12.516,163.255,3.34533,4.10819,1.13847,-0.485962,0.963556,0.96949,0.741183,1.32254,119.336,11011.8,0.706851,0.500231,0.389577,0.944313,0.433262,0.835891,0.385489,0.389363,1.3661,0.615307,0.835953,0.327346,0.389199,1.62958,0.708296,0.835999,0.0236208,2.11297,0.932566,15.667,0.608952,10.764,116.533,3.28209,4.25367,1.31794,-0.389251,0.93382,0.94031,0.98816,2.11297,202.009,8560.75,0.642007,0.409485,0.574524,1.16028,0.470737,0.789351,0.294891,0.57423,1.65142,0.643219,0.789499,0.242388,0.574046,1.93558,0.728334,0.789587
2023_2024,R5,131,50,4,0.600671,0.142576,0.180148,72.8928,0.483893,-1.09456,0.699135,0.264995,0.300396,0.207788,0.0849672,0.252201,0.593938,0.0412772,0.860051,0.964679,12.1749,0.77513,10.6797,104.718,3.13787,3.68019,0.938467,-0.550684,0.969013,0.965542,0.512297,0.860051,233.822,7232.65,0.7855,0.601138,0.276507,0.719446,0.326706,0.884024,0.484013,0.276275,1.06115,0.544489,0.884012,0.417805,0.275912,1.27998,0.660873,0.884035,0.0234476,2.05912,0.934848,15.8025,0.612042,10.8344,118.053,3.29103,4.25049,1.30596,-0.395676,0.936551,0.942211,0.974422,2.05912,217.296,8825.68,0.644176,0.409009,0.561695,1.1584,0.47542,0.791874,0.294099,0.561161,1.64934,0.645717,0.791964,0.24243,0.561084,1.93207,0.727878,0.791952
2023_2024,R5,43,100,1,0.650834,0.231241,0.224468,0.600223,0.553515,0.464799,0.760388,0.230306,0.323397,0.232941,0.0745313,0.257225,0.679371,0.0230044,1.05003,0.968494,16.664,0.695857,14.9958,201.281,3.3478,4.0539,1.04928,-0.497742,0.965334,0.97498,0.680384,1.05003,-160.326,9080.68,0.712301,0.492048,0.336242,0.936843,0.41243,0.845984,0.368967,0.336326,1.35338,0.611499,0.845947,0.307791,0.336394,1.60657,0.705446,0.845876,0.0204662,1.93879,0.933578,14.5946,0.610952,11.1577,118.174,3.30056,4.25588,1.28272,-0.392533,0.935353,0.938141,0.959816,1.93879,189.465,7782.71,0.642417,0.398182,0.539405,1.17012,0.47116,0.79172,0.280171,0.539235,1.6607,0.64658,0.791772,0.227296,0.539015,1.93987,0.728792,0.791829
2023_2024,R5,117,100,2,0.646301,0.216445,0.204589,0.536241,0.543044,0.336954,0.733604,0.253274,0.323375,0.236835,0.0694463,0.255681,0.685278,0.0223014,1.13148,0.966276,16.7756,0.689961,14.4092,188.107,3.35766,4.09201,1.07931,-0.490372,0.964334,0.971186,0.703536,1.13148,-97.2171,8812.85,0.708216,0.484814,0.355431,0.955335,0.43296,0.840333,0.360907,0.35541,1.38233,0.630028,0.840341,0.299228,0.355493,1.64469,0.720307,0.840295,0.02215,1.94169,0.935225,14.988,0.615876,11.1421,119.641,3.29158,4.23664,1.28488,-0.400447,0.938148,0.943529,0.952022,1.94169,173.745,8009.27,0.647127,0.406358,0.538403,1.15866,0.466772,0.793261,0.290911,0.538455,1.64641,0.636825,0.793249,0.238897,0.538434,1.9261,0.718722,0.793244
2023_2024,R5,122,100,3,0.601153,0.211239,0.191041,0.484104,0.518892,-17.6376,0.656039,0.245779,0.334183,0.231574,0.0848401,0.270788,0.688271,0.0225664,1.19636,0.967074,18.1676,0.693986,13.704,178.252,3.37058,4.11247,1.10073,-0.494531,0.965876,0.970255,0.706601,1.19636,6.80745,9447.43,0.713424,0.501361,0.363675,0.932583,0.428684,0.841124,0.383223,0.363672,1.35138,0.6183,0.841116,0.323905,0.363574,1.6126,0.710519,0.841136,0.0229604,2.00098,0.934925,15.3745,0.616518,11.0036,119.037,3.28741,4.23472,1.29549,-0.398793,0.937383,0.943547,0.958647,2.00098,171.751,8079.92,0.648006,0.411803,0.549949,1.14984,0.469682,0.793948,0.297079,0.549554,1.63499,0.641031,0.794058,0.245073,0.549419,1.91514,0.723526,0.794079
2023_2024,R5,130,100,4,0.659513,0.175993,0.220459,5.70361,0.53359,0.0322666,0.837095,0.257473,0.309297,0.235441,0.0611854,0.239066,0.672133,0.022214,1.19657,0.96521,17.197,0.689029,14.4034,189.527,3.36092,4.11197,1.09742,-0.486336,0.963745,0.970857,0.714402,1.19657,-95.827,9087.57,0.707899,0.488513,0.368831,0.953014,0.434572,0.83975,0.3656,0.368882,1.38314,0.631359,0.839733,0.303807,0.368981,1.65103,0.722711,0.839698,0.0211035,1.90942,0.937207,15.2041,0.621146,11.6341,128.112,3.31515,4.25092,1.27711,-0.407961,0.941701,0.947765,0.93781,1.90942,152.746,7961.5,0.651484,0.407995,0.535629,1.15212,0.46908,0.794595,0.292579,0.535401,1.6368,0.641646,0.794689,0.240617,0.535339,1.9169,0.723788,0.794705
2023_2024,R5,57,200,1,0.616528,0.270285,0.224338,0.599103,0.514348,0.556028,0.647275,0.192867,0.303023,0.226121,0.0733961,0.231576,0.658599,0.025062,1.05174,0.971966,18.7583,0.705528,13.4832,176.604,3.35289,4.04214,1.05208,-0.512397,0.968631,0.975623,0.664123,1.05174,-25.4133,9940.48,0.722147,0.509692,0.332702,0.905228,0.406841,0.849779,0.389892,0.332559,1.30998,0.602423,0.84984,0.329517,0.332586,1.55972,0.696919,0.84983,0.029191,1.78794,0.940972,15.1449,0.634087,9.62376,99.7763,3.22185,4.10413,1.25227,-0.412842,0.939024,0.943971,0.897442,1.78794,307.899,9241.48,0.66282,0.436553,0.499921,1.08964,0.45239,0.806246,0.320632,0.499527,1.55329,0.631609,0.806381,0.266763,0.499112,1.82035,0.718578,0.806501
2023_2024,R5,116,200,2,0.677456,0.278552,0.263204,0.750951,0.58202,-0.0588139,0.79188,0.222989,0.321835,0.237282,0.0673751,0.257131,0.692531,0.0240328,1.06754,0.969308,17.391,0.70209,14.9265,202.675,3.34296,4.04916,1.05848,-0.50251,0.966417,0.974143,0.672927,1.06754,-164.184,9620.8,0.719093,0.500155,0.337766,0.922734,0.42273,0.847122,0.376726,0.33797,1.34071,0.62073,0.847043,0.314579,0.338172,1.6002,0.712175,0.846977,0.0263673,1.79434,0.943935,16.0024,0.632145,10.3683,112.644,3.26699,4.16127,1.25139,-0.417378,0.94267,0.94712,0.900896,1.79434,257.086,9112.95,0.660745,0.427774,0.502482,1.10888,0.452939,0.804706,0.311975,0.502541,1.57864,0.629536,0.804706,0.258609,0.502648,1.84872,0.715153,0.804701
2023_2024,R5,121,200,3,0.676554,0.274618,0.260082,0.74649,0.559396,1.17886,0.770953,0.213409,0.301181,0.2336,0.0593771,0.23149,0.66562,0.0248564,0.941156,0.971636,16.5904,0.718222,14.8103,197.069,3.33652,3.98994,1.00963,-0.51967,0.96916,0.977554,0.625077,0.941156,-147.348,8921.12,0.732275,0.514087,0.311912,0.887425,0.393433,0.85624,0.390249,0.311938,1.2869,0.600317,0.856227,0.327112,0.312005,1.53297,0.698432,0.856189,0.0273839,1.88715,0.938388,15.3147,0.629469,10.0126,105.198,3.24302,4.14475,1.27279,-0.409583,0.939006,0.943632,0.9194,1.88715,268.809,8795.74,0.659373,0.427987,0.520646,1.11289,0.45854,0.801503,0.313455,0.5204,1.58569,0.633757,0.801573,0.260244,0.52045,1.86067,0.720007,0.801541
2023_2024,R5,133,200,4,0.683758,0.31845,0.264272,0.755111,0.597169,1.5864,0.684149,0.217562,0.319748,0.242516,0.0632294,0.251898,0.711027,0.025101,1.01116,0.971818,17.9399,0.713964,15.4657,217.842,3.33751,4.01449,1.037,-0.512664,0.968081,0.975681,0.643547,1.01116,-210.957,9933.91,0.729569,0.516226,0.324094,0.889856,0.400661,0.854056,0.395289,0.324172,1.29214,0.600132,0.854004,0.333917,0.324164,1.54166,0.695393,0.853978,0.0252716,1.77682,0.942981,15.5808,0.636272,10.649,114.914,3.27554,4.16457,1.24727,-0.420999,0.944178,0.948462,0.891048,1.77682,222.01,8552.19,0.664391,0.433089,0.498614,1.09837,0.442844,0.80686,0.319232,0.498481,1.56023,0.618731,0.806887,0.266973,0.498481,1.82631,0.70565,0.806901
2023_2024,R5,71,300,1,0.703867,0.262345,0.29667,0.893955,0.586012,1.36429,0.938541,0.214986,0.299391,0.232319,0.0616779,0.229148,0.670395,0.0253766,1.01915,0.971718,18.0176,0.704876,14.157,188.132,3.33659,4.02196,1.03868,-0.509605,0.967522,0.976056,0.659973,1.01915,-123.259,9796.64,0.720612,0.504378,0.327965,0.913186,0.409513,0.850981,0.380572,0.32796,1.32563,0.614058,0.851004,0.317956,0.328037,1.58032,0.709519,0.850992,0.0284154,2.00118,0.93378,15.1102,0.616098,9.53482,98.3575,3.21676,4.14737,1.29728,-0.392507,0.931694,0.936704,0.959678,2.00118,311.882,9209.75,0.648075,0.417226,0.544551,1.14072,0.475551,0.794779,0.301761,0.544233,1.62629,0.652358,0.794825,0.248084,0.544098,1.90788,0.739901,0.794883
2023_2024,R5,114,300,2,0.719042,0.288185,0.305574,0.954018,0.597097,1.65456,0.973713,0.214708,0.305191,0.23827,0.0518071,0.240752,0.677572,0.0259551,0.903038,0.969705,14.9043,0.719097,15.7923,214.575,3.30782,3.95444,0.994432,-0.513867,0.966998,0.976183,0.617603,0.903038,-190.815,8308.87,0.732412,0.518032,0.301653,0.876611,0.390729,0.859162,0.394087,0.301748,1.27297,0.59827,0.859126,0.331021,0.301763,1.51682,0.695742,0.859099,0.0265966,1.89426,0.940415,15.8955,0.628294,10.2191,110.13,3.25904,4.16843,1.27338,-0.409642,0.939794,0.944392,0.922479,1.89426,264.942,9025.81,0.65807,0.428396,0.52112,1.11069,0.452197,0.802194,0.314595,0.521072,1.57893,0.625172,0.802217,0.262179,0.520987,1.84833,0.711783,0.802218
2023_2024,R5,125,300,3,0.65733,0.265222,0.254029,0.712568,0.562428,1.09678,0.764031,0.215508,0.31282,0.228354,0.0743202,0.251584,0.677117,0.0263054,1.08347,0.970512,18.3712,0.714098,13.593,177.746,3.32929,4.0213,1.06111,-0.512072,0.968093,0.974148,0.654427,1.08347,-53.275,9567.24,0.731062,0.530663,0.33342,0.869792,0.401295,0.854296,0.414681,0.333493,1.26525,0.592413,0.854293,0.354928,0.333351,1.51336,0.684631,0.854308,0.0305318,2.00734,0.935704,15.6101,0.624884,9.66409,101.999,3.2169,4.13949,1.29593,-0.400012,0.934768,0.940183,0.943906,2.00734,296.453,9306.03,0.656048,0.427148,0.547862,1.12108,0.460631,0.79878,0.313395,0.547561,1.59875,0.634022,0.798819,0.260909,0.54753,1.87398,0.72212,0.798801
2023_2024,R5,127,300,4,0.670319,0.280277,0.259195,0.740667,0.558307,1.23982,0.772513,0.205574,0.302844,0.228719,0.0617271,0.238363,0.654782,0.0235233,0.991332,0.969957,16.4983,0.703301,14.1777,182.147,3.35433,4.0381,1.02861,-0.508604,0.967646,0.97396,0.65848,0.991332,-72.2371,8789.65,0.718658,0.501531,0.322056,0.915363,0.406681,0.850796,0.378312,0.322016,1.32416,0.609649,0.850817,0.316015,0.322063,1.57574,0.707201,0.850778,0.0273064,1.90644,0.937637,15.285,0.628931,9.81651,102.526,3.2368,4.14354,1.27226,-0.40364,0.936471,0.941256,0.922,1.90644,288.165,8974.44,0.658168,0.430336,0.526983,1.10715,0.448001,0.80275,0.314955,0.526939,1.57546,0.628336,0.802734,0.260463,0.527129,1.84773,0.718977,0.802649
2023_2024,R5,85,400,1,0.690103,0.315334,0.293007,0.869848,0.581102,-4.56333,0.800482,0.18263,0.291606,0.224848,0.0650788,0.222848,0.650143,0.0236504,1.0478,0.969652,17.2634,0.696958,14.2373,186.537,3.3501,4.05102,1.04747,-0.502107,0.966361,0.973807,0.67795,1.0478,-106.742,9182.83,0.713178,0.492605,0.335964,0.933471,0.418393,0.846717,0.367159,0.336022,1.35268,0.621271,0.846712,0.304343,0.336021,1.61054,0.713775,0.846693,0.0263538,1.96922,0.930722,14.2125,0.612443,9.55653,95.1222,3.21291,4.15487,1.29254,-0.384785,0.928372,0.932373,0.962436,1.96922,293.798,8632.83,0.644724,0.410656,0.538541,1.15112,0.46657,0.794449,0.295212,0.538276,1.63503,0.639942,0.794541,0.243166,0.538001,1.90949,0.72425,0.794616
2023_2024,R5,113,400,2,0.679728,0.252711,0.263482,0.760387,0.568207,2.16689,0.848143,0.220324,0.316122,0.231494,0.0680488,0.253859,0.671834,0.0204224,1.1842,0.963359,16.1595,0.67329,14.4213,185.532,3.3724,4.14081,1.09283,-0.475019,0.961353,0.966025,0.74005,1.1842,-66.7226,8421.72,0.692613,0.45956,0.37022,1.00453,0.452048,0.83296,0.331369,0.370349,1.45266,0.654399,0.83289,0.267776,0.370445,1.7278,0.745911,0.832827,0.0277975,1.84268,0.94215,15.9263,0.628609,9.8351,105.313,3.24341,4.14236,1.26061,-0.408702,0.938564,0.944209,0.913761,1.84268,312.761,9552.76,0.657629,0.428654,0.511708,1.1055,0.454168,0.803683,0.312379,0.511895,1.57394,0.633408,0.803632,0.257579,0.511973,1.84696,0.723909,0.803631
2023_2024,R5,124,400,3,0.733355,0.280513,0.312031,0.987715,0.592801,2.25989,1.00065,0.208568,0.285675,0.236416,0.0479919,0.211326,0.66532,0.0243,0.984421,0.972695,18.0264,0.711407,14.8698,203.737,3.35389,4.0259,1.02583,-0.515322,0.968952,0.976273,0.643586,0.984421,-162.248,9926.03,0.726283,0.512583,0.318536,0.894754,0.399324,0.854412,0.389602,0.318586,1.29873,0.603457,0.854372,0.326735,0.318518,1.54816,0.699347,0.85437,0.0295729,1.86081,0.937233,14.8231,0.628165,9.56416,97.7996,3.21058,4.10802,1.26854,-0.406597,0.936546,0.941346,0.918305,1.86081,297.599,9017.89,0.658147,0.429644,0.514734,1.11043,0.45087,0.801917,0.31597,0.51473,1.5789,0.62515,0.801895,0.263376,0.514457,1.84829,0.71408,0.801946
2023_2024,R5,128,400,4,0.691443,0.255833,0.281491,0.835677,0.572542,2.74014,0.90062,0.216823,0.298814,0.230554,0.0627109,0.228086,0.664705,0.0256961,1.0055,0.972548,18.3141,0.710503,13.8086,181.798,3.34215,4.01911,1.03511,-0.515114,0.968755,0.976433,0.64848,1.0055,-79.4688,9880.79,0.726071,0.51757,0.321969,0.88895,0.400678,0.85386,0.397569,0.321802,1.29014,0.598465,0.853935,0.336662,0.321765,1.53761,0.693633,0.853932,0.0315289,2.00638,0.93622,15.7289,0.620388,9.56599,101.318,3.20925,4.12915,1.29647,-0.399839,0.934342,0.941078,0.951984,2.00638,303.071,9423.51,0.651875,0.428845,0.546684,1.12022,0.463717,0.797877,0.314647,0.54688,1.59985,0.640868,0.797843,0.261039,0.546904,1.8793,0.73053,0.797814
