archive_id,relative_to_project,sha256,size_bytes,purpose
repo-zip,../ABC-archive/Repo.zip,be74f2915302748d4bdb18fd293f993d382919361c91c7727a49d2f3886b9a96,13676255568,backup externo da cópia pré-reorganização
